0.02		0.0316		0.16
0.0316		0.0501		0.22
0.0501		0.0794		0.04
0.0794		0.126		0.0095
0.126		0.2		0.0048
0.2		0.316		0.0022
0.316		0.501		0.00074
0.501		0.794		0.00049
0.794		1.26		0.00019
1.26		2		7.2e-05
2		3.16		4.8e-05
3.16		5.01		1.7e-05
5.01		7.94		6.2e-06
7.94		12.6		1e-06
12.6		20		2.1e-07
20		31.6		5e-07
31.6		50.1		1.3e-07
50.1		79.4		4.2e-07
79.4		126		4.4e-11
126		200		8e-12
