# lowEnergyEdge exposure
1.000000000000000000e+02 2.546181722784503654e+05
1.584893192461114211e+02 1.680752313280358911e+06
2.511886431509579722e+02 6.579146568658306263e+06
3.981071705534973262e+02 1.975728462431766838e+07
6.309573444801930009e+02 5.074722467215420306e+07
1.000000000000000000e+03 1.213120177168354094e+08
1.584893192461114040e+03 2.705297655446605682e+08
2.511886431509582053e+03 5.583255105681707859e+08
3.981071705534973262e+03 1.077247204121925116e+09
6.309573444801930236e+03 1.938067726482344627e+09
1.000000000000000000e+04 3.375522093413462639e+09
1.584893192461114086e+04 5.332882202645833969e+09
2.511886431509582326e+04 8.064691954042390823e+09
3.981071705534969078e+04 1.120775072608652878e+10
6.309573444801942969e+04 1.524470291424346161e+10
1.000000000000000000e+05 1.865935018617678070e+10
1.584893192461114086e+05 2.248205563497018051e+10
2.511886431509582035e+05 2.352054963875562286e+10
3.981071705534969224e+05 2.265155228329644775e+10
6.309573444801942678e+05 2.211246351847517395e+10
1.000000000000000000e+06 1.903111311297549438e+10
1.584893192461114144e+06 1.623173650649699020e+10
2.511886431509582326e+06 1.125412970816559410e+10
3.981071705534977373e+06 6.089370375075578690e+09
6.309573444801942445e+06 3.276908555126246929e+09
1.000000000000000000e+07 1.890845953081901550e+09
1.584893192461114191e+07 7.647931570201989412e+08
2.511886431509582326e+07 3.951944738257246614e+08
3.981071705534977466e+07 3.477807446845906973e+08
6.309573444801943004e+07 1.148865954891304672e+08
1.000000000000000000e+08 1.148865954891304672e+08
