# FIRESONG Output description
# Standard candle sources
# Desired neutrino diffuse flux:
#      E^2 dN_diffuse/dE = 9e-09 (E/100 TeV)^(-0.13) [GeV/cm^2.s.sr]
# Neutrino point source fluxes listed below are of 'A' where the flux is:
#      E^2 dN_PS/dE = A * (E/100 TeV)^(-0.13) [GeV/cm^2.s]
# Standard Candle Luminosity: 0.0000e+00 erg/yr 
# Note that using 4 years, IceCube sensitivity in the northern hemisphere
# is approximately 10^-9 in the units used for A
# Dec(deg) Redshift A
19.6887 4.8845 3.6092e-13
31.7741 3.9125 6.2372e-13
43.5552 2.5515 1.8121e-12
23.5226 2.1925 2.6548e-12
29.5919 2.5285 1.8538e-12
-32.7655 2.6575 1.6360e-12
42.3177 3.2385 9.9766e-13
-20.6087 2.2395 2.5164e-12
11.7708 3.3795 8.9718e-13
31.0534 1.2375 1.1324e-11
-8.7945 1.5325 6.5773e-12
-55.1692 3.9345 6.1512e-13
20.6906 3.1715 1.0511e-12
-34.2545 3.2565 9.8397e-13
9.4891 3.6745 7.2870e-13
56.1826 2.8535 1.3687e-12
-5.7175 2.1955 2.6456e-12
-54.0981 4.1565 5.3705e-13
56.8067 1.3795 8.5923e-12
-14.2939 1.9315 3.6573e-12
-47.0104 3.5705 7.8254e-13
43.7222 2.6065 1.7175e-12
11.2593 3.2315 1.0031e-12
-52.7321 4.6265 4.1241e-13
-36.1526 1.9765 3.4503e-12
-5.6369 1.9835 3.4195e-12
-5.8555 3.4455 8.5502e-13
-71.0845 3.6695 7.3116e-13
-19.5646 1.1725 1.2986e-11
-40.0546 2.7925 1.4448e-12
-41.5855 3.6425 7.4469e-13
-40.7418 2.2515 2.4827e-12
44.2938 3.6335 7.4928e-13
40.7281 4.0075 5.8777e-13
-55.9740 3.9755 5.9954e-13
10.8727 2.4755 1.9552e-12
-29.0030 3.1665 1.0552e-12
25.4724 3.6285 7.5184e-13
62.5988 1.7625 4.6123e-12
51.0137 2.6075 1.7159e-12
7.0944 2.9065 1.3071e-12
-43.2016 3.3765 8.9916e-13
-40.3337 3.9195 6.2097e-13
25.2556 1.0505 1.7161e-11
42.4168 1.9035 3.7951e-12
-63.5349 2.7755 1.4671e-12
-51.1013 2.4055 2.1015e-12
-12.1589 3.2705 9.7351e-13
-36.4543 2.1825 2.6856e-12
-57.1008 2.6745 1.6100e-12
2.1572 2.1885 2.6670e-12
-28.7871 2.7645 1.4818e-12
-58.5199 4.7285 3.9088e-13
-45.9756 4.1755 5.3104e-13
-35.8254 1.5105 6.8234e-12
60.3848 2.9345 1.2761e-12
15.1334 2.3445 2.2419e-12
-56.5821 1.6115 5.7891e-12
-42.6363 1.6725 5.2681e-12
20.6601 4.4835 4.4555e-13
44.4078 5.5915 2.5922e-13
-0.8821 2.8745 1.3438e-12
-44.9705 2.3605 2.2039e-12
-29.1675 0.9245 2.3710e-11
-11.2597 4.5465 4.3050e-13
-5.8523 1.9785 3.4414e-12
-11.2251 4.0265 5.8093e-13
-25.0604 0.7265 4.3453e-11
-43.9534 1.1865 1.2601e-11
12.7422 4.2975 4.9460e-13
17.6230 1.1965 1.2335e-11
-62.9405 4.1365 5.4349e-13
-29.0134 5.7215 2.4508e-13
-23.7688 0.9825 2.0330e-11
-19.8272 4.6805 4.0081e-13
23.4061 5.6945 2.4792e-13
-73.9590 5.1855 3.1170e-13
2.2999 4.5585 4.2772e-13
-20.0854 3.2095 1.0203e-12
23.1034 3.3975 8.8539e-13
-30.9950 3.7675 6.8489e-13
-32.3478 3.3745 9.0049e-13
38.4628 4.2685 5.0293e-13
-54.9145 2.4405 2.0265e-12
-23.4332 2.3585 2.2086e-12
-19.9094 0.8645 2.8083e-11
-54.1699 1.3995 8.2837e-12
28.2214 4.5675 4.2565e-13
43.0992 2.1865 2.6732e-12
-67.4049 3.4515 8.5133e-13
-71.9511 3.1785 1.0453e-12
-46.7017 1.2185 1.1777e-11
-45.1135 1.4985 6.9631e-12
-45.8097 1.5285 6.6212e-12
-44.8155 1.7905 4.4316e-12
-30.3797 5.4835 2.7187e-13
41.7198 4.8265 3.7167e-13
-25.0739 1.0685 1.6438e-11
-21.3858 2.0085 3.3129e-12
-51.4725 3.6205 7.5597e-13
24.7366 1.8175 4.2666e-12
10.7186 2.9405 1.2696e-12
11.9568 2.2335 2.5335e-12
-4.0923 1.1935 1.2414e-11
-17.0157 2.8735 1.3450e-12
-44.1357 5.1065 3.2365e-13
-0.2650 3.4295 8.6498e-13
-20.0216 2.4785 1.9492e-12
37.2052 4.1355 5.4382e-13
4.5855 2.3495 2.2299e-12
2.4573 4.2155 5.1868e-13
64.9493 3.2235 1.0093e-12
26.3112 2.0865 3.0087e-12
-60.9477 3.0055 1.2021e-12
-19.6185 1.7825 4.4822e-12
0.6392 1.3655 8.8180e-12
-11.9785 2.4955 1.9160e-12
-45.9768 3.7455 6.9491e-13
-44.8826 1.5205 6.7100e-12
2.2977 2.1675 2.7327e-12
-8.7339 1.6015 5.8814e-12
-24.8896 3.1895 1.0363e-12
-50.0210 2.6425 1.6594e-12
45.6910 2.3345 2.2662e-12
-27.1509 1.1735 1.2958e-11
-2.7470 3.7465 6.9445e-13
-85.3268 2.4865 1.9335e-12
-12.9678 3.0865 1.1248e-12
0.5078 3.5065 8.1851e-13
-21.7316 2.1185 2.8952e-12
-35.4723 1.4365 7.7522e-12
-16.9004 3.4755 8.3678e-13
15.6746 4.2165 5.1838e-13
-63.8478 3.2095 1.0203e-12
1.1687 2.6105 1.7109e-12
70.2562 2.4215 2.0667e-12
-22.9327 1.1835 1.2682e-11
63.6845 1.4005 8.2687e-12
-27.7321 3.7985 6.7112e-13
-49.4101 4.3175 4.8897e-13
-3.5764 2.8375 1.3881e-12
21.3125 2.9815 1.2264e-12
-8.9800 1.1715 1.3015e-11
63.9619 1.7905 4.4316e-12
-2.6536 2.6835 1.5965e-12
7.7266 2.7645 1.4818e-12
9.0546 3.3215 9.3669e-13
28.6857 2.8675 1.3520e-12
-7.4391 4.8475 3.6773e-13
-9.5803 1.7815 4.4886e-12
-36.2056 0.7875 3.5508e-11
-50.2178 3.6035 7.6486e-13
-3.5228 0.5345 9.2911e-11
8.6005 1.7275 4.8530e-12
60.2974 4.1695 5.3293e-13
17.0599 0.9885 2.0019e-11
33.8928 3.3205 9.3739e-13
-42.3951 2.6995 1.5729e-12
14.9356 4.0065 5.8813e-13
1.7087 2.8755 1.3426e-12
-52.9647 4.0915 5.5838e-13
56.5492 1.8115 4.3025e-12
-34.9719 3.2235 1.0093e-12
-44.0692 1.0655 1.6555e-11
-72.0076 1.2905 1.0179e-11
34.8492 3.3255 9.3389e-13
-17.7758 1.7065 5.0059e-12
29.7206 3.3165 9.4021e-13
-32.9355 2.8205 1.4092e-12
52.2439 1.5655 6.2309e-12
-8.2104 1.1365 1.4056e-11
16.6057 1.6675 5.3083e-12
-39.0890 3.6615 7.3513e-13
-48.1123 2.9915 1.2162e-12
-43.0834 3.7165 7.0844e-13
77.7226 3.0005 1.2071e-12
31.6366 1.7075 4.9985e-12
-9.0345 4.7515 3.8625e-13
-23.1040 3.3645 9.0717e-13
-27.9441 2.4715 1.9632e-12
0.8118 1.3805 8.5765e-12
-37.6943 5.7975 2.3731e-13
61.6851 4.9685 3.4613e-13
-26.4676 2.5305 1.8501e-12
-42.4238 1.8375 4.1499e-12
59.1362 3.0725 1.1376e-12
-6.2713 2.0925 2.9869e-12
70.2017 2.8895 1.3264e-12
-4.9132 4.2925 4.9602e-13
14.7571 2.0465 3.1595e-12
-36.5508 3.5345 8.0249e-13
-18.4715 4.4815 4.4604e-13
33.0614 1.5975 5.9188e-12
-45.9964 3.6385 7.4672e-13
36.5428 3.5565 7.9021e-13
-16.1573 1.6795 5.2126e-12
-14.4870 4.3995 4.6680e-13
25.9748 2.7885 1.4500e-12
30.8247 5.2945 2.9622e-13
4.5696 2.4545 1.9975e-12
12.1070 4.5505 4.2957e-13
-45.2473 1.9445 3.5958e-12
28.2731 5.3855 2.8413e-13
-64.5105 3.0815 1.1294e-12
22.8496 4.3295 4.8563e-13
-38.8566 1.8465 4.0989e-12
-42.4993 3.0655 1.1441e-12
-21.7700 8.6295 9.0629e-14
41.4574 2.8775 1.3403e-12
15.8827 2.6315 1.6769e-12
20.2285 2.0335 3.2109e-12
-42.3936 2.2765 2.4146e-12
54.5890 2.9065 1.3071e-12
75.2043 1.9875 3.4022e-12
-46.2526 2.4255 2.0582e-12
11.2744 4.3435 4.8178e-13
10.1690 4.9575 3.4802e-13
12.5770 4.5765 4.2359e-13
40.3624 2.0605 3.1056e-12
23.9777 2.9415 1.2685e-12
54.2019 1.3215 9.5833e-12
-25.4302 1.0595 1.6794e-11
66.1325 1.8585 4.0321e-12
-25.9869 4.4715 4.4850e-13
43.9530 2.5325 1.8464e-12
17.9691 2.7405 1.5145e-12
31.6556 3.3835 8.9454e-13
-27.4863 1.8395 4.1385e-12
-22.0825 5.5885 2.5956e-13
13.9978 3.2945 9.5593e-13
1.1990 2.4575 1.9914e-12
28.2109 4.6135 4.1528e-13
-44.0659 2.3915 2.1326e-12
-31.9937 2.8785 1.3391e-12
67.4311 2.3785 2.1621e-12
50.2629 3.7105 7.1128e-13
-46.2809 1.1935 1.2414e-11
28.0245 2.5055 1.8968e-12
23.3984 3.7285 7.0280e-13
31.1399 1.2425 1.1208e-11
-3.1418 1.9255 3.6863e-12
-0.2216 1.1335 1.4151e-11
-43.7306 3.2295 1.0046e-12
9.4649 3.0695 1.1404e-12
-40.9472 1.5585 6.3022e-12
2.4706 0.3285 2.9924e-10
-31.5361 1.5525 6.3643e-12
4.0265 2.8305 1.3967e-12
-56.4376 4.5205 4.3662e-13
-75.3338 0.9625 2.1415e-11
40.1976 1.8365 4.1556e-12
4.6301 2.3435 2.2444e-12
-2.2779 3.8625 6.4391e-13
68.0693 6.2005 2.0148e-13
68.3833 4.6305 4.1154e-13
50.7497 2.2065 2.6125e-12
42.4535 2.5535 1.8085e-12
20.3772 1.6755 5.2442e-12
-28.9219 2.3045 2.3413e-12
61.0141 5.7015 2.4718e-13
75.0455 2.6385 1.6657e-12
-50.9286 1.8265 4.2135e-12
36.8565 5.1415 3.1827e-13
-55.2484 1.4695 7.3175e-12
30.9908 3.4995 8.2259e-13
-8.6969 6.9705 1.5166e-13
-14.9224 3.1635 1.0577e-12
62.7236 3.0635 1.1460e-12
-61.5564 6.8595 1.5767e-13
-34.9161 2.9445 1.2653e-12
-5.1406 3.7525 6.9170e-13
-38.2821 3.4475 8.5379e-13
-29.4156 5.6695 2.5060e-13
-36.1865 1.9405 3.6145e-12
59.6720 1.7725 4.5466e-12
14.7483 5.0205 3.3741e-13
-23.9807 1.3495 9.0861e-12
-61.3211 1.1325 1.4183e-11
-62.6811 3.2375 9.9843e-13
-13.0324 1.4055 8.1941e-12
-27.7996 7.2805 1.3650e-13
81.9540 4.8165 3.7357e-13
-29.7087 1.7375 4.7824e-12
22.8163 2.3805 2.1575e-12
-10.1430 1.9205 3.7106e-12
12.8389 2.9745 1.2336e-12
57.7685 1.0705 1.6360e-11
62.1965 2.0495 3.1479e-12
32.7376 1.5375 6.5232e-12
-3.4486 4.0135 5.8560e-13
-16.2245 4.6745 4.0208e-13
72.1361 4.6285 4.1198e-13
57.7508 2.2855 2.3907e-12
-59.8232 5.4945 2.7054e-13
-8.5118 0.7685 3.7751e-11
-78.8039 4.3205 4.8813e-13
8.8482 3.1175 1.0971e-12
-46.0706 2.4975 1.9122e-12
-52.2617 1.1905 1.2494e-11
42.8117 5.1475 3.1737e-13
26.8218 6.0475 2.1411e-13
61.1513 2.4265 2.0560e-12
13.2783 2.9925 1.2152e-12
2.8319 1.9595 3.5265e-12
19.1892 4.1015 5.5502e-13
-25.0833 2.3585 2.2086e-12
-33.3685 1.9945 3.3720e-12
59.4939 3.2965 9.5449e-13
-38.4637 2.8585 1.3627e-12
-3.5059 5.4275 2.7878e-13
-22.4037 5.0805 3.2772e-13
-29.6076 3.2835 9.6393e-13
63.6161 1.7325 4.8175e-12
-12.2191 1.8335 4.1729e-12
25.6255 1.4635 7.3940e-12
65.0222 1.1295 1.4278e-11
29.5363 3.0675 1.1423e-12
16.6056 3.4445 8.5564e-13
-57.3579 3.7635 6.8670e-13
-15.5020 1.4085 8.1499e-12
-32.5136 5.5185 2.6768e-13
8.5918 4.0275 5.8058e-13
-51.2502 4.2595 5.0556e-13
-52.6741 2.3135 2.3184e-12
-14.8241 1.8735 3.9509e-12
-15.9824 2.3825 2.1530e-12
23.0267 7.2395 1.3838e-13
62.8777 3.9555 6.0707e-13
74.5018 2.8865 1.3299e-12
-5.7576 1.9255 3.6863e-12
70.3427 4.5895 4.2064e-13
-51.1330 2.1675 2.7327e-12
-13.8041 1.9395 3.6193e-12
6.1392 4.4385 4.5676e-13
-46.3726 2.3225 2.2958e-12
-36.1202 1.8785 3.9243e-12
24.6406 3.2435 9.9383e-13
74.9044 4.2635 5.0439e-13
59.0956 2.6895 1.5876e-12
13.0353 2.1035 2.9476e-12
73.2027 1.9995 3.3507e-12
-72.4366 0.9935 1.9765e-11
70.1218 2.4645 1.9772e-12
8.5410 3.3475 9.1868e-13
-6.0606 2.6815 1.5995e-12
-38.1844 3.2285 1.0054e-12
-31.1441 0.9665 2.1192e-11
82.5202 1.2585 1.0850e-11
28.4665 2.6645 1.6252e-12
45.0581 3.3135 9.4233e-13
66.3658 2.2335 2.5335e-12
-34.6121 3.8705 6.4061e-13
-12.5050 2.7755 1.4671e-12
-33.6254 4.4345 4.5778e-13
15.3810 4.0715 5.6519e-13
-3.2551 2.6465 1.6531e-12
46.6796 0.8235 3.1736e-11
47.6896 1.1275 1.4343e-11
24.1822 4.3895 4.6943e-13
-4.9238 3.4775 8.3559e-13
-38.0169 5.1045 3.2396e-13
8.5832 1.5335 6.5665e-12
34.6362 4.4105 4.6394e-13
26.3361 0.3955 1.9267e-10
74.2024 3.1805 1.0436e-12
0.2353 1.9885 3.3978e-12
32.6211 1.9045 3.7900e-12
-40.0358 1.3215 9.5833e-12
12.6291 2.3115 2.3235e-12
-78.2206 2.9965 1.2111e-12
-7.3346 2.6365 1.6689e-12
-65.9369 4.7105 3.9456e-13
29.5388 3.9805 5.9768e-13
44.6799 1.9135 3.7451e-12
-3.4702 2.2845 2.3933e-12
14.2435 2.0625 3.0980e-12
51.9500 1.6045 5.8535e-12
-34.9222 2.4725 1.9612e-12
26.9002 3.0595 1.1497e-12
-14.0576 5.8575 2.3143e-13
12.1339 5.0165 3.3807e-13
45.5103 1.9805 3.4327e-12
-55.9933 0.9425 2.2583e-11
-4.6481 1.7425 4.7477e-12
66.3174 3.4065 8.7958e-13
-10.6245 4.3315 4.8508e-13
20.9596 3.6655 7.3315e-13
-10.0443 2.2135 2.5917e-12
-42.3629 4.2835 4.9860e-13
11.1947 6.7795 1.6222e-13
13.1088 2.7235 1.5383e-12
-30.3680 1.2175 1.1802e-11
-33.6315 2.3795 2.1598e-12
-57.6495 2.9135 1.2992e-12
-5.3051 2.2685 2.4361e-12
-58.4818 2.1535 2.7778e-12
21.9162 3.9875 5.9509e-13
56.1705 4.6335 4.1088e-13
-32.0513 4.7725 3.8208e-13
46.0210 3.2895 9.5956e-13
-32.7031 3.4575 8.4766e-13
80.7685 1.0025 1.9319e-11
35.5075 1.3815 8.5607e-12
21.7582 1.4925 7.0344e-12
-52.3592 1.7225 4.8888e-12
-49.9239 3.9215 6.2018e-13
-6.9849 1.9825 3.4239e-12
10.1226 1.5945 5.9471e-12
2.0901 4.4185 4.6187e-13
-36.6747 1.3845 8.5137e-12
30.7370 3.1265 1.0892e-12
-67.6378 1.5745 6.1409e-12
-81.2890 1.3985 8.2988e-12
-19.0171 4.4275 4.5956e-13
-5.2295 3.7515 6.9216e-13
71.7274 3.9975 5.9141e-13
-18.8981 0.4315 1.5631e-10
-57.0400 2.6545 1.6406e-12
-38.6859 1.0425 1.7496e-11
-26.7096 4.1365 5.4349e-13
-41.0843 1.9925 3.3806e-12
63.1434 3.6445 7.4368e-13
-17.1153 0.7535 3.9662e-11
-18.4731 1.9515 3.5632e-12
-48.2901 4.8785 3.6202e-13
9.9982 3.8225 6.6073e-13
34.4641 0.9625 2.1415e-11
-17.6671 3.9515 6.0859e-13
41.5285 2.8715 1.3473e-12
-11.9168 2.3305 2.2760e-12
-37.2257 2.3245 2.2909e-12
-18.3753 3.1725 1.0502e-12
-70.2826 5.0285 3.3609e-13
46.2584 3.0775 1.1330e-12
58.8345 1.8915 3.8563e-12
-9.9719 2.8665 1.3532e-12
-42.5765 2.6525 1.6437e-12
-50.2727 2.0625 3.0980e-12
27.3476 1.6635 5.3408e-12
-40.0492 2.3075 2.3336e-12
27.6163 2.7385 1.5173e-12
35.5224 1.4835 7.1434e-12
-68.2622 4.7505 3.8645e-13
-22.9583 4.8915 3.5966e-13
53.1018 4.9235 3.5395e-13
51.9471 2.0355 3.2029e-12
7.6838 2.5905 1.7443e-12
-37.1455 2.7005 1.5714e-12
42.0876 3.6315 7.5030e-13
56.6672 2.8405 1.3844e-12
-10.5688 3.2495 9.8926e-13
60.5980 1.6415 5.5243e-12
-18.2723 3.4925 8.2669e-13
34.4849 4.0055 5.8850e-13
4.5164 4.6695 4.0314e-13
53.9281 1.3085 9.8271e-12
-16.5334 1.2405 1.1254e-11
-28.0753 1.2135 1.1901e-11
59.8249 2.4865 1.9335e-12
26.5997 2.4525 2.0016e-12
-35.9927 2.2095 2.6035e-12
27.7285 2.8025 1.4319e-12
-21.2872 3.0865 1.1248e-12
-18.6167 3.7505 6.9262e-13
6.4130 3.4165 8.7319e-13
41.5195 2.3375 2.2589e-12
-36.0616 3.8585 6.4556e-13
57.7747 1.2845 1.0300e-11
50.9160 3.1395 1.0780e-12
-28.8129 3.6755 7.2821e-13
64.0103 3.4995 8.2259e-13
-38.7014 1.8485 4.0876e-12
11.4327 4.0655 5.6725e-13
-59.4632 4.1015 5.5502e-13
-9.7998 4.2055 5.2173e-13
10.7226 1.8665 3.9885e-12
36.6779 2.3985 2.1170e-12
-35.5079 2.9105 1.3026e-12
0.4855 5.1055 3.2380e-13
-62.7494 2.8165 1.4142e-12
-39.6051 3.8975 6.2968e-13
-23.3752 2.7515 1.4994e-12
-58.4562 1.7465 4.7202e-12
-39.1367 3.6695 7.3116e-13
38.9363 4.8215 3.7262e-13
33.0991 6.4265 1.8469e-13
-51.6051 2.9845 1.2233e-12
-28.4927 2.7685 1.4764e-12
-41.1238 1.8615 4.0157e-12
-45.6552 1.8455 4.1045e-12
46.4597 2.3675 2.1875e-12
47.9101 3.0985 1.1139e-12
-23.5621 3.4015 8.8280e-13
46.2327 1.7435 4.7408e-12
-71.3277 6.1685 2.0404e-13
-2.4925 3.0405 1.1678e-12
-5.6670 3.7915 6.7420e-13
8.6060 2.0215 3.2593e-12
-35.3417 4.1105 5.5203e-13
-52.4176 1.9825 3.4239e-12
49.0612 4.4295 4.5905e-13
-5.2927 1.7345 4.8034e-12
32.7246 1.6405 5.5329e-12
-13.1727 1.4855 7.1189e-12
-59.4326 2.8345 1.3918e-12
-57.8595 5.3335 2.9095e-13
-29.7240 5.0545 3.3187e-13
18.4923 3.9695 6.0179e-13
6.1176 2.7805 1.4605e-12
-58.4799 5.2525 3.0205e-13
7.7268 5.1155 3.2225e-13
17.3211 2.1535 2.7778e-12
3.6401 1.1075 1.5009e-11
-45.6718 2.2405 2.5136e-12
-16.8468 3.6445 7.4368e-13
24.8902 2.7695 1.4751e-12
-7.2633 2.7935 1.4435e-12
1.3304 2.5925 1.7409e-12
-13.9336 4.5715 4.2473e-13
-38.2919 2.6315 1.6769e-12
17.3580 2.0515 3.1401e-12
6.8038 2.7945 1.4422e-12
-37.0985 4.3275 4.8619e-13
25.1256 1.5695 6.1907e-12
5.7167 3.7345 7.0000e-13
-30.9505 0.4785 1.2172e-10
9.4279 1.7525 4.6793e-12
30.0728 1.8145 4.2845e-12
-22.9281 2.0915 2.9905e-12
-74.1646 4.1565 5.3705e-13
42.5443 3.5485 7.9465e-13
-26.8843 2.5455 1.8228e-12
70.2196 1.0725 1.6283e-11
16.3458 3.0625 1.1469e-12
-3.5225 5.2395 3.0389e-13
17.0159 3.3275 9.3249e-13
-33.4732 4.6535 4.0655e-13
50.1665 4.6705 4.0292e-13
10.4227 2.5875 1.7494e-12
-22.5551 1.5515 6.3747e-12
-6.3129 3.9855 5.9583e-13
48.2676 3.3105 9.4446e-13
-16.7528 4.1425 5.4155e-13
8.4465 0.7675 3.7874e-11
-53.7262 1.3595 8.9172e-12
-44.6274 5.9145 2.2603e-13
53.3169 3.0975 1.1148e-12
-68.3956 1.4665 7.3556e-12
-13.2648 2.7895 1.4487e-12
-67.4128 1.4825 7.1556e-12
-0.1543 2.6595 1.6329e-12
53.7323 2.0045 3.3296e-12
-75.7655 2.6445 1.6562e-12
-56.0226 0.9705 2.0972e-11
-49.1933 1.2785 1.0424e-11
-49.4777 5.5635 2.6242e-13
-41.6326 4.7715 3.8228e-13
35.5338 1.1925 1.2441e-11
68.1409 2.6285 1.6817e-12
60.0395 4.5955 4.1929e-13
-40.2694 2.7795 1.4618e-12
16.4982 2.2285 2.5479e-12
18.7784 2.8675 1.3520e-12
33.4284 1.8555 4.0487e-12
72.9669 3.6675 7.3215e-13
54.6293 1.4115 8.1059e-12
-75.4323 1.1075 1.5009e-11
29.0410 3.8355 6.5519e-13
-9.1535 6.4475 1.8323e-13
-43.1194 4.6335 4.1088e-13
-55.3190 0.6995 4.7762e-11
-46.5007 2.0085 3.3129e-12
-20.3465 2.4785 1.9492e-12
31.4067 2.5475 1.8192e-12
38.5577 1.3045 9.9038e-12
28.7315 2.1325 2.8474e-12
8.2459 1.6005 5.8907e-12
-36.6393 4.2555 5.0673e-13
-0.8093 1.3095 9.8080e-12
-47.9957 1.4835 7.1434e-12
39.2246 2.7715 1.4724e-12
-13.2409 2.4385 2.0307e-12
-3.0979 4.2625 5.0468e-13
30.2814 6.4305 1.8441e-13
-48.0052 3.1465 1.0720e-12
40.6169 1.8345 4.1671e-12
44.1787 4.1745 5.3135e-13
-2.9749 3.9375 6.1396e-13
-68.4498 1.1545 1.3507e-11
7.7332 3.8215 6.6116e-13
35.4954 3.1515 1.0678e-12
48.8613 3.7485 6.9353e-13
14.6118 4.4705 4.4875e-13
53.6002 2.2535 2.4772e-12
4.1570 2.9545 1.2546e-12
23.4530 3.8445 6.5140e-13
18.4229 2.7365 1.5201e-12
-18.1586 0.8665 2.7920e-11
70.3220 2.9425 1.2674e-12
-13.4737 2.1595 2.7584e-12
-27.9293 3.4555 8.4888e-13
68.4148 0.9115 2.4573e-11
-21.2872 1.7435 4.7408e-12
-39.9178 5.7775 2.3932e-13
-24.5378 0.6565 5.5935e-11
31.9550 2.1205 2.8883e-12
-20.4095 1.1155 1.4737e-11
29.5998 5.1775 3.1288e-13
2.9310 2.7245 1.5369e-12
47.5337 3.1325 1.0840e-12
-61.8651 3.2745 9.7055e-13
33.2664 3.9875 5.9509e-13
-34.4413 2.4755 1.9552e-12
-68.1026 5.0195 3.3757e-13
21.1763 3.7385 6.9814e-13
-48.7763 3.2795 9.6686e-13
-25.6828 3.7425 6.9629e-13
65.2251 2.1035 2.9476e-12
-49.7998 4.5795 4.2291e-13
-12.9065 1.5175 6.7438e-12
16.9238 4.6825 4.0039e-13
-64.4346 3.0305 1.1774e-12
4.1616 2.9165 1.2959e-12
-29.0819 1.7875 4.4505e-12
-39.1859 2.3225 2.2958e-12
8.2299 4.2305 5.1416e-13
31.8108 5.1115 3.2287e-13
-24.8659 3.6445 7.4368e-13
16.2671 5.1855 3.1170e-13
-23.7266 4.4375 4.5701e-13
-25.8367 1.4755 7.2422e-12
2.6613 1.9625 3.5129e-12
-61.9373 2.7345 1.5229e-12
75.7761 2.5325 1.8464e-12
-4.6892 2.7665 1.4791e-12
14.2067 4.3415 4.8233e-13
55.3728 4.3215 4.8785e-13
-39.7802 1.6175 5.7348e-12
26.9868 4.5895 4.2064e-13
33.1067 0.9405 2.2704e-11
-64.3529 1.3865 8.4825e-12
-25.2682 3.1165 1.0980e-12
-2.2348 2.5775 1.7665e-12
-62.6437 4.4865 4.4482e-13
55.6982 4.6485 4.0763e-13
-56.3641 2.8075 1.4256e-12
-42.0246 2.5025 1.9026e-12
-28.8827 3.8555 6.4681e-13
-3.3373 2.4995 1.9083e-12
17.2677 4.7495 3.8665e-13
71.3067 3.2945 9.5593e-13
-12.7729 0.9475 2.2283e-11
28.9364 3.9725 6.0066e-13
5.1463 4.6895 3.9892e-13
5.7142 4.0535 5.7141e-13
-6.6685 2.8915 1.3241e-12
47.8166 4.8595 3.6550e-13
17.5254 0.5805 7.5847e-11
24.6234 5.2165 3.0718e-13
1.2479 2.3475 2.2347e-12
-9.6534 2.1465 2.8007e-12
5.3179 4.0055 5.8850e-13
49.6166 1.7215 4.8960e-12
-4.0454 2.9405 1.2696e-12
22.9261 1.6485 5.4650e-12
-30.7893 2.3095 2.3285e-12
-18.8648 0.3575 2.4505e-10
-35.7477 1.6175 5.7348e-12
-72.0080 4.2645 5.0410e-13
14.6849 1.8755 3.9402e-12
-31.3503 5.8555 2.3162e-13
-38.0527 2.6015 1.7258e-12
-27.7122 3.5305 8.0475e-13
-6.8134 1.2295 1.1512e-11
54.0126 3.5745 7.8037e-13
41.7101 3.5815 7.7658e-13
23.5647 4.5855 4.2155e-13
24.9181 4.6115 4.1572e-13
26.4126 2.3455 2.2395e-12
-25.3525 3.7355 6.9953e-13
25.9311 2.2195 2.5740e-12
25.4971 2.4375 2.0328e-12
-80.1856 4.7485 3.8685e-13
24.2799 3.6405 7.4571e-13
-3.5032 4.9495 3.4940e-13
1.1983 2.5535 1.8085e-12
-47.6305 5.3065 2.9458e-13
18.5686 3.2685 9.7499e-13
10.3109 4.1825 5.2885e-13
20.1994 4.4575 4.5198e-13
9.6888 1.9365 3.6335e-12
-28.7790 6.4875 1.8050e-13
-27.8629 4.6845 3.9997e-13
1.4581 1.9555 3.5448e-12
-9.7610 4.9325 3.5236e-13
9.8155 4.2085 5.2082e-13
-52.0824 1.4345 7.7797e-12
4.2793 1.4535 7.5239e-12
34.4417 3.0715 1.1386e-12
-28.7258 2.9175 1.2948e-12
-13.4370 3.8265 6.5902e-13
25.3817 3.5385 8.0024e-13
4.1129 1.4435 7.6571e-12
16.5408 3.3415 9.2279e-13
-36.9337 3.6035 7.6486e-13
14.9908 1.8295 4.1961e-12
52.2597 1.8175 4.2666e-12
-65.2417 3.0215 1.1862e-12
76.9572 3.1255 1.0901e-12
28.6263 2.1445 2.8074e-12
15.5327 2.5315 1.8483e-12
-1.4989 3.7145 7.0938e-13
57.5409 2.9135 1.2992e-12
71.2500 3.7045 7.1414e-13
-17.9060 1.8175 4.2666e-12
61.3892 1.2495 1.1049e-11
-21.5849 1.6335 5.5933e-12
-1.0218 0.9135 2.4438e-11
-28.7329 0.9335 2.3137e-11
31.9915 0.8505 2.9262e-11
27.7503 0.5775 7.6822e-11
26.0877 2.3575 2.2109e-12
-12.7150 3.4895 8.2846e-13
32.4224 4.7785 3.8091e-13
79.2191 4.5595 4.2749e-13
-8.6317 3.8675 6.4185e-13
-34.2453 2.7545 1.4953e-12
-23.7039 3.8305 6.5731e-13
43.4841 2.9995 1.2081e-12
-50.2461 1.7485 4.7065e-12
-3.0071 1.6355 5.5759e-12
-57.8540 2.6685 1.6191e-12
-13.6845 1.4495 7.5768e-12
5.2753 3.6465 7.4266e-13
27.8286 4.1465 5.4026e-13
14.1133 2.6295 1.6801e-12
-49.4400 4.6775 4.0144e-13
-42.0017 2.0485 3.1518e-12
13.3184 1.5555 6.3331e-12
-4.3076 0.8715 2.7518e-11
9.3914 3.1665 1.0552e-12
-25.8110 4.2845 4.9831e-13
