# FIRESONG Output description
# Standard candle sources
# Desired neutrino diffuse flux:
#      E^2 dN_diffuse/dE = 9e-09 (E/100 TeV)^(-0.13) [GeV/cm^2.s.sr]
# Neutrino point source fluxes listed below are of 'A' where the flux is:
#      E^2 dN_PS/dE = A * (E/100 TeV)^(-0.13) [GeV/cm^2.s]
# Standard Candle Luminosity: 0.0000e+00 erg/yr 
# Note that using 4 years, IceCube sensitivity in the northern hemisphere
# is approximately 10^-9 in the units used for A
# Dec(deg) Redshift A
-72.4033 2.9875 1.2202e-12
25.3860 1.9735 3.4635e-12
4.1698 1.9565 3.5402e-12
-12.4455 2.9955 1.2121e-12
4.6181 1.8935 3.8460e-12
63.7625 7.0665 1.4672e-13
73.1044 1.9625 3.5129e-12
29.5480 2.7685 1.4764e-12
12.1736 2.4545 1.9975e-12
13.1433 3.5355 8.0193e-13
23.3369 3.7415 6.9676e-13
29.2461 1.9765 3.4503e-12
54.6733 3.3185 9.3880e-13
54.9867 1.6875 5.1501e-12
28.6939 2.2935 2.3697e-12
-17.5187 1.4215 7.9618e-12
-28.2623 1.5515 6.3747e-12
2.4971 1.8405 4.1328e-12
-16.4846 3.0595 1.1497e-12
51.9673 1.9805 3.4327e-12
-44.5262 3.8405 6.5308e-13
53.9425 2.1305 2.8542e-12
-51.9558 1.9795 3.4370e-12
-21.8007 2.1675 2.7327e-12
30.5306 2.1645 2.7423e-12
-18.4779 2.4825 1.9413e-12
-29.5053 3.6245 7.5390e-13
58.3156 2.6015 1.7258e-12
9.2349 2.9795 1.2285e-12
27.2359 8.0195 1.0810e-13
-32.6720 3.7295 7.0233e-13
-33.1306 2.8025 1.4319e-12
41.3265 1.9005 3.8103e-12
-52.9130 4.4135 4.6316e-13
52.8087 1.4845 7.1311e-12
27.5832 5.4225 2.7941e-13
-22.5951 1.9635 3.5084e-12
-18.9474 2.4035 2.1059e-12
26.7697 4.9575 3.4802e-13
-20.5169 2.0415 3.1791e-12
71.5923 1.6715 5.2761e-12
-48.3726 2.7685 1.4764e-12
48.0999 3.6395 7.4621e-13
9.7485 3.8855 6.3451e-13
-9.4359 1.5105 6.8234e-12
-8.1986 3.9515 6.0859e-13
31.5550 2.7805 1.4605e-12
-16.9448 2.8955 1.3195e-12
11.4875 4.4525 4.5323e-13
-6.9577 5.2315 3.0503e-13
29.2205 2.5545 1.8067e-12
-12.5264 2.3355 2.2638e-12
9.0962 1.6405 5.5329e-12
-41.6077 1.1265 1.4375e-11
-13.1301 0.7545 3.9530e-11
51.5969 0.7125 4.5617e-11
20.3282 7.4505 1.2910e-13
14.6161 2.4185 2.0732e-12
21.8264 3.3175 9.3951e-13
-18.1070 2.7825 1.4579e-12
29.8648 1.2555 1.0916e-11
-74.0364 1.5875 6.0140e-12
-27.4337 1.5945 5.9471e-12
-64.9101 2.5525 1.8103e-12
22.7369 1.5355 6.5448e-12
76.4969 2.9725 1.2357e-12
22.6878 3.9155 6.2254e-13
38.8230 5.2065 3.0863e-13
42.7101 2.9175 1.2948e-12
-48.6161 3.3615 9.0918e-13
46.6198 3.1755 1.0478e-12
-51.2201 2.0425 3.1752e-12
30.3812 1.2305 1.1488e-11
-5.2053 3.4135 8.7510e-13
-60.6792 2.9595 1.2493e-12
-34.0011 1.2965 1.0060e-11
-52.1323 4.0545 5.7106e-13
39.1305 2.6755 1.6085e-12
4.1907 1.3345 9.3479e-12
51.2681 3.2885 9.6028e-13
66.6402 4.2105 5.2021e-13
-25.4728 0.8485 2.9436e-11
-27.1883 2.3585 2.2086e-12
70.8783 2.7335 1.5243e-12
62.4562 1.8025 4.3572e-12
34.2432 3.2045 1.0243e-12
-60.3114 1.4065 8.1794e-12
-12.1067 3.4345 8.6185e-13
-39.9008 2.3455 2.2395e-12
-37.7691 4.1915 5.2605e-13
39.9743 2.3565 2.2133e-12
24.0419 0.9585 2.1642e-11
21.4875 3.5345 8.0249e-13
52.0849 1.8615 4.0157e-12
43.1370 1.2495 1.1049e-11
81.2925 1.6745 5.2522e-12
-51.3750 2.9105 1.3026e-12
-1.9784 0.9835 2.0278e-11
-71.1090 1.8095 4.3146e-12
7.3739 1.5625 6.2613e-12
-6.1630 2.3375 2.2589e-12
11.6756 4.0755 5.6382e-13
56.5026 4.0945 5.5737e-13
4.6139 5.1995 3.0965e-13
-3.5235 2.5045 1.8987e-12
-37.5168 3.9505 6.0898e-13
-56.4224 4.8005 3.7663e-13
-79.6931 2.0965 2.9726e-12
-29.7678 1.2165 1.1827e-11
50.5035 3.2865 9.6174e-13
67.4735 1.3295 9.4374e-12
6.6099 3.6555 7.3813e-13
-63.0329 1.3445 9.1722e-12
-34.5517 1.9605 3.5220e-12
-28.0444 3.2705 9.7351e-13
20.5098 5.0505 3.3251e-13
53.7754 4.9845 3.4341e-13
47.0365 5.0175 3.3790e-13
-41.4027 4.3595 4.7743e-13
15.4346 4.1555 5.3737e-13
17.3714 2.3075 2.3336e-12
14.4148 5.2115 3.0790e-13
-24.4278 5.5045 2.6934e-13
-58.3984 1.9165 3.7302e-12
-30.0328 1.1555 1.3477e-11
19.7027 3.9605 6.0518e-13
-51.9098 4.7465 3.8725e-13
0.4276 1.8325 4.1787e-12
-30.5097 5.1155 3.2225e-13
-47.9916 3.6885 7.2185e-13
-34.5008 2.1165 2.9021e-12
-9.3494 2.3475 2.2347e-12
-69.1331 2.6595 1.6329e-12
-2.8674 2.0265 3.2390e-12
32.5120 3.5455 7.9632e-13
46.3995 4.2695 5.0264e-13
75.1081 1.1675 1.3128e-11
-6.7556 2.9175 1.2948e-12
-45.7440 0.7085 4.6263e-11
-22.8078 4.5645 4.2633e-13
29.4182 4.7425 3.8805e-13
-1.3300 4.3175 4.8897e-13
-26.2273 3.4205 8.7065e-13
17.2761 2.5215 1.8667e-12
85.0249 1.1495 1.3656e-11
-8.2314 2.7945 1.4422e-12
14.7120 3.8155 6.6374e-13
19.4310 4.5815 4.2245e-13
51.5959 1.6885 5.1424e-12
53.0652 2.5705 1.7786e-12
9.1506 3.1705 1.0519e-12
-50.2357 2.7555 1.4939e-12
21.7519 1.3055 9.8846e-12
7.6621 5.7175 2.4550e-13
16.6070 4.8235 3.7224e-13
-69.7450 4.6265 4.1241e-13
18.7383 0.7775 3.6665e-11
-65.0466 3.7845 6.7729e-13
21.8997 2.1435 2.8107e-12
22.2066 1.4065 8.1794e-12
-11.3266 3.4865 8.3024e-13
-21.3812 4.2105 5.2021e-13
44.8420 3.0565 1.1526e-12
-11.2878 0.8265 3.1447e-11
59.9582 1.2355 1.1370e-11
-3.4050 0.5895 7.3023e-11
-1.7875 2.4485 2.0099e-12
-54.7048 0.8905 2.6062e-11
19.3994 1.6695 5.2922e-12
0.0320 2.4545 1.9975e-12
4.3819 3.9005 6.2848e-13
36.5098 2.0475 3.1556e-12
33.3785 2.6205 1.6946e-12
26.2903 3.7975 6.7156e-13
26.2814 2.8645 1.3556e-12
-28.2107 1.4765 7.2297e-12
-20.8355 1.9435 3.6004e-12
15.1643 4.1475 5.3994e-13
-8.2106 3.2615 9.8021e-13
-0.5416 1.0005 1.9417e-11
39.2137 0.4855 1.1750e-10
60.5502 3.6585 7.3663e-13
32.7501 4.7475 3.8705e-13
-12.4863 2.9935 1.2141e-12
46.0641 2.1875 2.6701e-12
30.8286 3.8715 6.4020e-13
-23.4317 2.4725 1.9612e-12
46.5011 0.8075 3.3341e-11
-16.7236 2.4285 2.0518e-12
57.5920 4.8585 3.6569e-13
2.9352 1.2385 1.1300e-11
-62.3803 3.9185 6.2136e-13
42.3918 1.0055 1.9173e-11
22.2944 2.3865 2.1439e-12
-19.7546 0.7745 3.7022e-11
11.5771 2.7165 1.5483e-12
59.9485 4.3305 4.8536e-13
60.9332 2.0795 3.0343e-12
-46.9743 2.2375 2.5221e-12
39.6519 1.2565 1.0894e-11
-32.1522 2.0015 3.3423e-12
61.1285 2.2855 2.3907e-12
-16.5470 2.8435 1.3808e-12
-54.3634 1.0465 1.7328e-11
1.5174 2.4765 1.9532e-12
38.5793 2.9875 1.2202e-12
-53.2150 4.0915 5.5838e-13
15.8630 1.2475 1.1094e-11
-70.0666 4.2975 4.9460e-13
18.0722 2.7275 1.5327e-12
-40.2642 3.8095 6.6633e-13
8.6228 8.6165 9.0957e-14
-27.5136 2.3065 2.3362e-12
36.8594 4.6835 4.0018e-13
-34.3481 4.3115 4.9065e-13
-31.2728 1.7305 4.8317e-12
63.3085 1.4175 8.0190e-12
39.1165 3.0305 1.1774e-12
23.9500 3.2745 9.7055e-13
3.1930 1.2925 1.0139e-11
-54.3442 1.9485 3.5771e-12
46.6459 4.5875 4.2109e-13
29.1186 1.9635 3.5084e-12
-20.8086 2.0375 3.1949e-12
-15.1093 2.7875 1.4513e-12
-1.6621 2.9975 1.2101e-12
21.6183 1.8965 3.8306e-12
-49.3760 3.2425 9.9459e-13
-77.0270 4.0715 5.6519e-13
10.9241 1.9955 3.3678e-12
-25.5229 3.4075 8.7894e-13
29.1257 1.8785 3.9243e-12
22.2417 3.1015 1.1113e-12
-77.8456 4.0035 5.8922e-13
46.1168 1.8735 3.9509e-12
-34.1428 1.8055 4.3389e-12
-50.2816 1.1265 1.4375e-11
27.1006 4.9065 3.5697e-13
50.3008 1.4715 7.2923e-12
-35.2825 3.1065 1.1068e-12
66.7987 3.7075 7.1271e-13
37.6630 2.7355 1.5215e-12
-60.5676 1.2075 1.2052e-11
-7.5418 5.3275 2.9175e-13
50.2672 2.8115 1.4205e-12
19.2353 2.6165 1.7011e-12
-48.8057 0.9015 2.5267e-11
-47.0470 2.8365 1.3893e-12
-9.0676 1.9395 3.6193e-12
-49.7796 2.7745 1.4684e-12
45.9092 0.8785 2.6969e-11
7.9451 2.0575 3.1170e-12
18.6548 4.1135 5.5103e-13
53.0343 3.0975 1.1148e-12
25.5221 0.9555 2.1814e-11
-17.3533 1.9855 3.4108e-12
60.2566 4.4085 4.6446e-13
25.6819 2.0525 3.1362e-12
75.9438 3.6615 7.3513e-13
2.8594 1.5625 6.2613e-12
-4.0508 2.7155 1.5497e-12
-19.5271 3.7115 7.1081e-13
2.3514 1.9135 3.7451e-12
-12.4969 1.2085 1.2027e-11
16.3428 4.3395 4.8288e-13
-28.4445 1.3295 9.4374e-12
19.5745 3.6985 7.1702e-13
-23.9724 3.9615 6.0480e-13
-44.8168 0.8335 3.0787e-11
8.0347 2.8375 1.3881e-12
35.2366 4.8485 3.6754e-13
-27.1643 3.3645 9.0717e-13
-18.9181 4.3035 4.9290e-13
12.7996 3.5445 7.9688e-13
-49.2555 3.0655 1.1441e-12
68.6341 3.6045 7.6433e-13
25.9120 3.2725 9.7202e-13
-70.4244 4.2855 4.9802e-13
-10.3302 0.6155 6.5635e-11
12.6770 2.3845 2.1484e-12
61.5326 2.6995 1.5729e-12
9.5159 2.9365 1.2739e-12
-70.2306 1.8485 4.0876e-12
17.0051 1.1195 1.4604e-11
-28.5068 1.7175 4.9250e-12
-32.6652 2.3345 2.2662e-12
55.5828 1.7995 4.3756e-12
30.5771 2.4415 2.0244e-12
34.4644 1.0205 1.8468e-11
70.5504 3.0505 1.1582e-12
19.5548 1.8845 3.8927e-12
17.5540 1.6525 5.4315e-12
47.3813 2.6385 1.6657e-12
6.7843 3.8085 6.6676e-13
-8.1000 1.7355 4.7964e-12
56.5770 4.1675 5.3356e-13
-67.1105 4.9215 3.5430e-13
-23.4436 4.4875 4.4457e-13
-11.7109 0.6845 5.0414e-11
-2.9951 3.3225 9.3599e-13
30.9316 5.3525 2.8843e-13
-34.5858 1.9275 3.6766e-12
58.9753 2.3805 2.1575e-12
-24.3560 2.1195 2.8917e-12
-54.2824 4.6865 3.9955e-13
-66.6496 2.1395 2.8239e-12
49.0518 3.5905 7.7176e-13
-2.2585 2.2725 2.4253e-12
8.7005 1.8905 3.8615e-12
18.7331 2.2295 2.5450e-12
58.3317 4.3095 4.9121e-13
-34.3521 2.4565 1.9934e-12
-19.3183 4.1995 5.2358e-13
37.0883 3.5465 7.9576e-13
18.9177 2.3455 2.2395e-12
-34.8756 3.2045 1.0243e-12
-21.3036 2.5765 1.7682e-12
63.4220 1.0165 1.8652e-11
75.2163 2.1165 2.9021e-12
9.9521 3.6445 7.4368e-13
-50.8859 3.2695 9.7425e-13
-32.7536 2.4855 1.9355e-12
3.6743 2.9045 1.3093e-12
-42.3674 2.0125 3.2963e-12
-53.3688 4.8495 3.6735e-13
28.5555 6.0525 2.1368e-13
18.9615 2.9895 1.2182e-12
-6.9086 5.9465 2.2308e-13
28.0682 1.8065 4.3328e-12
-58.2984 3.5715 7.8199e-13
-42.7616 4.0155 5.8488e-13
-52.8499 1.9935 3.3763e-12
-1.0677 3.4805 8.3380e-13
56.8266 2.0285 3.2309e-12
52.7623 2.0975 2.9690e-12
-33.2508 1.8925 3.8512e-12
-75.7394 4.5785 4.2313e-13
-62.2654 4.9145 3.5554e-13
-6.9082 1.0375 1.7711e-11
-16.6542 4.1075 5.5302e-13
-23.1307 3.2805 9.6613e-13
-63.5008 2.9725 1.2357e-12
9.6135 4.7015 3.9642e-13
-22.1997 2.6105 1.7109e-12
62.3191 2.1685 2.7296e-12
-59.9567 1.6805 5.2047e-12
17.1558 2.3965 2.1214e-12
-28.4890 2.9615 1.2472e-12
0.9216 4.6655 4.0399e-13
9.8480 3.1125 1.1015e-12
35.4090 1.7265 4.8601e-12
-30.3805 4.2255 5.1566e-13
4.7590 4.2795 4.9975e-13
-25.2877 3.8875 6.3370e-13
39.1705 3.3805 8.9652e-13
45.5358 4.7925 3.7818e-13
-78.1500 0.6995 4.7762e-11
48.4096 4.1695 5.3293e-13
7.4083 4.8015 3.7644e-13
-36.6825 2.6555 1.6391e-12
-30.3291 3.8345 6.5562e-13
-50.9064 3.2265 1.0069e-12
-1.8761 1.2765 1.0465e-11
-29.5404 5.9375 2.2391e-13
-9.2933 4.0645 5.6760e-13
61.8032 2.9955 1.2121e-12
45.0510 1.9945 3.3720e-12
26.5467 4.0115 5.8632e-13
43.2000 2.9405 1.2696e-12
-10.4029 0.7715 3.7384e-11
-5.3897 3.6005 7.6644e-13
-0.3762 4.1335 5.4447e-13
23.8222 1.0205 1.8468e-11
6.3557 0.7415 4.1288e-11
-24.9675 3.4365 8.6060e-13
-7.3392 1.9925 3.3806e-12
2.8073 2.7985 1.4371e-12
2.1023 4.8025 3.7625e-13
-24.5713 2.0665 3.0828e-12
-20.0035 0.7115 4.5778e-11
29.8507 2.8485 1.3747e-12
-4.7223 1.3495 9.0861e-12
-41.5616 6.7075 1.6647e-13
-2.5222 2.2775 2.4119e-12
-15.4590 1.1505 1.3626e-11
-63.3812 4.4505 4.5373e-13
-19.6059 1.1815 1.2737e-11
16.5792 4.6445 4.0849e-13
-1.2170 2.8135 1.4180e-12
-30.8010 5.3285 2.9162e-13
42.6499 3.6105 7.6118e-13
-53.6123 2.9395 1.2707e-12
-52.1137 4.3255 4.8674e-13
-33.2718 1.0335 1.7885e-11
-28.8870 2.4835 1.9394e-12
14.8484 3.5455 7.9632e-13
39.3580 1.8495 4.0820e-12
82.1124 2.3565 2.2133e-12
-23.0672 1.6215 5.6989e-12
2.9086 4.3315 4.8508e-13
1.3660 1.6115 5.7891e-12
18.9069 1.0205 1.8468e-11
-34.8806 1.2335 1.1417e-11
47.3836 2.1815 2.6887e-12
-3.2355 1.1185 1.4637e-11
40.3186 3.4215 8.7002e-13
-44.0461 2.4855 1.9355e-12
-32.0978 5.4235 2.7928e-13
-6.4517 3.1065 1.1068e-12
-1.3458 1.0425 1.7496e-11
19.6331 1.8455 4.1045e-12
14.8096 2.4605 1.9853e-12
61.0290 2.2805 2.4039e-12
79.7477 2.4165 2.0775e-12
-20.9389 5.7905 2.3801e-13
-6.2197 1.2145 1.1876e-11
2.1360 1.7205 4.9032e-12
4.1342 3.0495 1.1592e-12
42.4596 1.7085 4.9910e-12
57.6934 1.5605 6.2817e-12
25.8161 3.4515 8.5133e-13
-23.1042 4.0315 5.7915e-13
3.4405 3.7235 7.0514e-13
-39.3739 4.2295 5.1446e-13
33.0924 1.4915 7.0464e-12
9.4048 4.6095 4.1617e-13
26.4274 2.2755 2.4172e-12
-4.3649 5.5065 2.6910e-13
74.6169 4.8375 3.6960e-13
-3.7193 2.1175 2.8986e-12
32.9147 3.9255 6.1862e-13
58.4100 3.6875 7.2234e-13
-88.8148 1.9955 3.3678e-12
21.4914 1.9485 3.5771e-12
21.0667 3.4375 8.5998e-13
14.9336 1.5955 5.9377e-12
5.5337 3.6775 7.2722e-13
67.2776 2.7555 1.4939e-12
13.9624 4.5905 4.2042e-13
46.7821 4.6195 4.1395e-13
-38.1592 1.9625 3.5129e-12
-32.7568 1.8645 3.9994e-12
-44.3623 1.1085 1.4975e-11
-3.7979 4.0325 5.7880e-13
17.7139 1.4755 7.2422e-12
63.4299 5.1325 3.1964e-13
60.0630 3.2315 1.0031e-12
2.3941 2.5775 1.7665e-12
25.5831 2.0265 3.2390e-12
-44.8528 2.2745 2.4199e-12
-28.5486 3.2655 9.7723e-13
-53.1531 1.7165 4.9322e-12
17.2338 1.5775 6.1112e-12
66.7869 2.9475 1.2621e-12
-39.4212 2.0565 3.1208e-12
-32.4838 4.8165 3.7357e-13
-44.5450 2.4655 1.9752e-12
13.2712 4.4065 4.6498e-13
11.8085 2.1845 2.6794e-12
10.5515 1.7605 4.6256e-12
3.3327 5.6115 2.5697e-13
-56.1502 2.2395 2.5164e-12
-35.2930 1.3075 9.8462e-12
-59.6675 1.9115 3.7550e-12
17.9276 3.1005 1.1122e-12
-51.5525 2.9025 1.3116e-12
-80.5764 3.3495 9.1731e-13
56.5969 2.0855 3.0123e-12
18.8028 4.5455 4.3073e-13
18.1938 2.7465 1.5062e-12
22.3402 1.6815 5.1969e-12
-24.0008 1.6575 5.3900e-12
11.7860 0.6935 4.8799e-11
25.4355 3.3095 9.4517e-13
-2.6933 1.2085 1.2027e-11
-41.9585 3.4195 8.7129e-13
31.4363 2.7485 1.5035e-12
35.7265 1.9295 3.6669e-12
71.8158 4.0205 5.8308e-13
-38.6828 2.4375 2.0328e-12
3.3685 3.5485 7.9465e-13
48.3947 1.2455 1.1140e-11
-16.8994 3.1505 1.0686e-12
7.2826 2.4335 2.0412e-12
61.0034 5.4135 2.8055e-13
68.2872 1.3215 9.5833e-12
0.0423 1.3905 8.4206e-12
14.8177 3.2065 1.0227e-12
-31.8189 3.1655 1.0560e-12
77.3135 3.2775 9.6833e-13
1.7180 1.7615 4.6189e-12
-29.4937 4.4415 4.5600e-13
13.9693 3.7295 7.0233e-13
66.1386 6.0465 2.1420e-13
37.6762 3.7345 7.0000e-13
-37.7326 1.0065 1.9125e-11
41.3553 1.5305 6.5992e-12
50.7417 4.0825 5.6143e-13
12.0787 3.7615 6.8761e-13
-15.7412 1.2585 1.0850e-11
3.2625 1.4955 6.9986e-12
-51.8987 2.4805 1.9453e-12
17.3011 4.1435 5.4123e-13
10.9013 1.0515 1.7119e-11
23.8049 0.9775 2.0594e-11
-67.2153 3.5225 8.0930e-13
41.3063 3.4005 8.8345e-13
-20.2728 4.8085 3.7509e-13
38.8217 2.2855 2.3907e-12
-23.4525 1.1105 1.4906e-11
52.9691 2.5985 1.7308e-12
-22.6341 1.6745 5.2522e-12
-31.0518 4.0105 5.8668e-13
-22.2495 8.2625 1.0061e-13
-45.8626 2.3135 2.3184e-12
-23.4880 4.7425 3.8805e-13
-58.9394 2.4385 2.0307e-12
41.5244 4.7575 3.8505e-13
-1.1854 3.5605 7.8801e-13
19.6257 5.9785 2.2018e-13
66.5127 2.0725 3.0603e-12
-63.0437 2.7165 1.5483e-12
-52.7406 2.6265 1.6849e-12
23.8616 3.8545 6.4722e-13
63.6598 2.9065 1.3071e-12
37.3470 1.8175 4.2666e-12
43.5833 2.6845 1.5950e-12
-61.4323 1.4455 7.6302e-12
-0.2571 3.0605 1.1488e-12
-12.8294 1.8815 3.9085e-12
37.5632 0.6805 5.1156e-11
55.9639 2.1945 2.6487e-12
-12.8930 0.9225 2.3840e-11
54.4254 2.9255 1.2859e-12
62.3278 3.8395 6.5350e-13
-53.2658 3.0295 1.1784e-12
61.0606 1.6595 5.3735e-12
32.8339 1.5845 6.0429e-12
3.2761 4.5455 4.3073e-13
24.8503 3.8525 6.4805e-13
20.1895 1.2965 1.0060e-11
3.0998 2.5065 1.8949e-12
-4.8088 5.3715 2.8594e-13
-30.1326 1.4345 7.7797e-12
39.2191 2.0935 2.9833e-12
13.9949 3.0845 1.1266e-12
14.1761 1.3785 8.6082e-12
49.6805 1.4735 7.2672e-12
-74.9903 3.7385 6.9814e-13
17.7525 4.0935 5.5771e-13
19.9321 3.4355 8.6123e-13
-29.8663 2.8995 1.3150e-12
-40.6042 1.7515 4.6861e-12
4.4407 1.4715 7.2923e-12
45.4158 0.6395 5.9700e-11
23.3223 3.7825 6.7818e-13
-10.6907 5.2505 3.0233e-13
53.4314 6.1265 2.0746e-13
48.4328 4.2005 5.2327e-13
23.4422 4.4695 4.4900e-13
56.2581 3.7695 6.8399e-13
-48.4390 3.8625 6.4391e-13
-58.8178 1.8855 3.8875e-12
7.5432 3.6185 7.5701e-13
-52.3237 4.3845 4.7075e-13
36.6288 2.6295 1.6801e-12
-53.7656 3.4165 8.7319e-13
-14.5990 2.0535 3.1324e-12
23.8820 1.6265 5.6546e-12
-8.2589 4.6265 4.1241e-13
42.1252 4.3675 4.7528e-13
-59.9285 2.1335 2.8440e-12
-1.3867 3.7135 7.0986e-13
-18.1810 2.8545 1.3675e-12
6.9525 2.2935 2.3697e-12
-42.0765 1.2735 1.0528e-11
11.5960 0.8175 3.2325e-11
18.6349 6.1205 2.0795e-13
-74.9995 2.3165 2.3108e-12
16.3303 1.4175 8.0190e-12
19.7352 2.4625 1.9812e-12
11.3479 2.0445 3.1674e-12
-66.7093 4.1595 5.3610e-13
-38.8325 3.9655 6.0329e-13
88.7526 1.6585 5.3817e-12
73.7644 1.5415 6.4802e-12
18.2256 5.0075 3.3956e-13
30.2147 4.3655 4.7582e-13
-20.1510 4.0735 5.6450e-13
-57.1778 4.2005 5.2327e-13
50.5896 2.1425 2.8140e-12
-42.1712 4.0285 5.8022e-13
57.6333 1.6575 5.3900e-12
-44.5596 3.3365 9.2624e-13
19.6288 2.2545 2.4744e-12
-30.4832 0.4565 1.3644e-10
-1.5849 1.9485 3.5771e-12
73.3253 1.9915 3.3849e-12
54.6348 4.0805 5.6211e-13
-11.7595 3.0225 1.1852e-12
56.5127 1.3065 9.8654e-12
53.7693 1.0535 1.7037e-11
-25.0071 3.3115 9.4375e-13
28.2703 2.8295 1.3980e-12
-52.9120 1.1405 1.3931e-11
-5.0903 3.0885 1.1230e-12
5.5840 4.9305 3.5272e-13
-13.7320 3.6705 7.3067e-13
6.8186 2.9875 1.2202e-12
-45.4311 2.6905 1.5861e-12
12.9574 0.9685 2.1081e-11
3.0320 3.7705 6.8354e-13
32.4407 5.0945 3.2552e-13
-39.7366 2.0195 3.2674e-12
-27.0095 1.0855 1.5793e-11
-22.0925 3.1335 1.0831e-12
31.5675 2.2555 2.4717e-12
47.2989 2.2335 2.5335e-12
-60.1861 4.3885 4.6969e-13
8.7114 1.8805 3.9137e-12
-13.4523 2.5995 1.7292e-12
-10.9975 1.1295 1.4278e-11
-61.1955 2.7295 1.5299e-12
18.2278 2.6085 1.7142e-12
39.7673 0.8115 3.2929e-11
-47.3877 3.2965 9.5449e-13
24.7217 1.5755 6.1310e-12
-53.0069 2.8955 1.3195e-12
-45.6885 4.1845 5.2822e-13
-22.8292 1.3995 8.2837e-12
-47.8412 2.6555 1.6391e-12
-7.2724 2.4925 1.9218e-12
-33.5897 1.5705 6.1806e-12
25.5933 2.8365 1.3893e-12
-20.7657 3.4285 8.6561e-13
-8.6305 1.4195 7.9903e-12
5.9641 4.0115 5.8632e-13
41.8782 2.8805 1.3368e-12
-64.7499 1.0975 1.5358e-11
-2.4690 2.3035 2.3439e-12
8.6609 3.1835 1.0412e-12
13.3876 1.8565 4.0432e-12
-78.3326 4.1135 5.5103e-13
63.4647 2.8385 1.3869e-12
-1.8705 2.7665 1.4791e-12
-9.8061 1.4735 7.2672e-12
2.6643 5.0445 3.3348e-13
4.6139 2.6365 1.6689e-12
1.5205 2.6835 1.5965e-12
-47.1441 2.2425 2.5080e-12
2.9677 2.9665 1.2420e-12
52.2522 2.6305 1.6785e-12
25.8904 0.9585 2.1642e-11
-30.7585 2.4165 2.0775e-12
-49.8738 1.3745 8.6720e-12
7.7852 3.4275 8.6623e-13
-36.7909 1.1245 1.4440e-11
-46.1085 3.6005 7.6644e-13
-32.5232 2.3895 2.1371e-12
-62.7903 3.6875 7.2234e-13
-27.6844 1.1235 1.4473e-11
31.6301 4.0295 5.7986e-13
-52.1276 2.6325 1.6753e-12
16.1580 2.0395 3.1870e-12
-34.9889 2.9965 1.2111e-12
-12.4899 4.2615 5.0497e-13
-0.1148 3.7465 6.9445e-13
36.8310 0.8945 2.5769e-11
-35.9673 0.6445 5.8557e-11
9.8565 2.9525 1.2567e-12
-1.2025 4.3245 4.8702e-13
-83.1534 2.1785 2.6980e-12
22.4544 3.3645 9.0717e-13
9.6926 3.6785 7.2673e-13
-3.2721 4.1215 5.4839e-13
-4.4529 1.1285 1.4311e-11
16.4998 4.1185 5.4938e-13
-5.0711 3.1485 1.0703e-12
46.2987 2.6165 1.7011e-12
29.9456 4.6095 4.1617e-13
15.7133 4.9645 3.4682e-13
-20.0794 1.0275 1.8151e-11
24.0536 1.7785 4.5078e-12
0.1938 1.8115 4.3025e-12
-31.7407 1.0845 1.5830e-11
47.0846 3.2955 9.5521e-13
25.7562 4.0585 5.6967e-13
-19.9116 3.5865 7.7390e-13
-53.9574 1.5905 5.9852e-12
-48.2863 1.6735 5.2602e-12
-60.9927 2.2125 2.5946e-12
-38.2576 2.5585 1.7996e-12
25.7678 2.2665 2.4415e-12
-45.5105 5.4605 2.7468e-13
1.1240 1.7405 4.7616e-12
-3.7186 1.6535 5.4231e-12
57.2315 5.2145 3.0747e-13
2.3723 1.9075 3.7750e-12
60.6676 3.8805 6.3653e-13
58.2337 1.3555 8.9842e-12
3.5944 1.9115 3.7550e-12
25.6622 2.5505 1.8138e-12
-34.2285 3.4145 8.7446e-13
30.5667 1.7415 4.7546e-12
15.3627 1.4265 7.8911e-12
2.0720 2.3635 2.1968e-12
2.2813 2.6255 1.6865e-12
26.2978 0.6485 5.7665e-11
-21.8961 2.7325 1.5257e-12
72.6792 4.9225 3.5412e-13
-40.6471 3.8165 6.6330e-13
-3.4871 2.0095 3.3087e-12
62.8813 2.6485 1.6500e-12
-35.9709 1.1045 1.5113e-11
43.5040 4.3765 4.7287e-13
34.7533 2.0275 3.2349e-12
-63.9396 2.1875 2.6701e-12
-26.5391 0.5375 9.1645e-11
-23.0677 0.9675 2.1137e-11
21.7600 1.1275 1.4343e-11
30.4268 2.5725 1.7751e-12
-33.6260 2.8455 1.3784e-12
-68.5087 3.7645 6.8625e-13
18.9659 1.6115 5.7891e-12
3.7041 2.1215 2.8849e-12
-34.7388 3.1995 1.0283e-12
50.6080 3.7055 7.1367e-13
-11.6501 2.6035 1.7225e-12
-32.2870 5.8235 2.3474e-13
-14.4037 5.9395 2.2372e-13
-49.5036 1.3495 9.0861e-12
-78.5448 3.5215 8.0987e-13
0.2006 3.3095 9.4517e-13
46.4209 4.5015 4.4117e-13
-63.0681 1.5455 6.4377e-12
9.3129 3.1415 1.0763e-12
-11.6681 2.9075 1.3060e-12
32.2456 1.5635 6.2512e-12
-55.8336 3.4165 8.7319e-13
12.7381 3.2235 1.0093e-12
7.9379 0.6245 6.3318e-11
-6.8238 0.4205 1.6633e-10
-13.0854 2.4685 1.9692e-12
24.2185 7.1305 1.4355e-13
