# FIRESONG Output description
# Lognormal distributed sources
# Desired neutrino diffuse flux:
#      E^2 dN_diffuse/dE = 9e-09 (E/100 TeV)^(-0.13) [GeV/cm^2.s.sr]
# Neutrino point source fluxes listed below are of 'A' where the flux is:
#      E^2 dN_PS/dE = A * (E/100 TeV)^(-0.13) [GeV/cm^2.s]
# Standard Candle Luminosity: 0.0000e+00 erg/yr 
# Note that using 4 years, IceCube sensitivity in the northern hemisphere
# is approximately 10^-9 in the units used for A
# Dec(deg) Redshift A
40.7920 2.8875 1.2899e-12
43.0376 3.8905 6.2731e-13
53.2069 4.5265 4.3963e-13
-15.2196 3.1845 1.0505e-12
-2.5354 3.9555 6.2158e-13
26.7486 1.2275 1.1545e-11
-50.4722 4.1765 5.2403e-13
37.9311 1.5395 6.5939e-12
25.7052 4.1625 5.5429e-13
-11.3933 1.3715 8.7808e-12
-2.5345 3.6365 7.6253e-13
-7.0390 3.9305 5.9362e-13
-4.4748 4.2645 4.9682e-13
77.1933 3.3695 8.9848e-13
-42.7066 3.9625 5.8812e-13
33.5659 2.4945 1.8281e-12
-29.6867 4.6675 3.9337e-13
36.9731 0.9095 2.4016e-11
18.9642 2.3395 2.2633e-12
19.1241 3.3585 9.0913e-13
23.1143 3.9335 6.5798e-13
-75.2713 3.9665 6.1414e-13
-4.5600 3.3485 8.9273e-13
-5.4559 4.1605 5.3251e-13
36.1082 5.0305 3.4271e-13
50.0391 2.5935 1.7549e-12
-61.8504 6.8855 1.6069e-13
58.7615 1.7045 4.9057e-12
-72.2570 0.9125 2.4045e-11
69.2585 1.4915 6.9662e-12
-23.7183 2.7465 1.5042e-12
-17.8335 3.7265 6.8893e-13
-49.2934 2.6735 1.6327e-12
-26.1698 2.0385 3.1191e-12
-16.2607 4.0985 5.2948e-13
-31.2769 3.7345 7.0784e-13
5.8525 1.6855 5.1456e-12
-20.2249 5.8575 2.2648e-13
-57.2153 2.7585 1.4783e-12
-50.5995 0.8895 2.5421e-11
-32.5142 3.2615 9.4632e-13
25.5972 1.6075 5.8604e-12
8.1169 1.2905 1.0790e-11
42.9107 1.8775 3.9858e-12
37.1775 6.0965 2.1981e-13
-30.7970 4.3905 4.6331e-13
-50.4552 3.4815 8.5372e-13
-25.9408 4.7785 3.7480e-13
-28.7303 2.3275 2.2572e-12
22.7179 3.9485 6.0030e-13
65.5005 2.8095 1.4224e-12
36.9304 3.1455 1.0131e-12
65.2033 3.2535 9.5558e-13
22.7278 1.5115 6.9751e-12
18.4417 1.7075 5.3719e-12
-21.7227 4.4015 4.6266e-13
-26.4197 1.5325 6.5937e-12
51.5516 2.0045 3.3719e-12
1.8188 3.7675 6.7289e-13
17.8204 4.0805 5.5601e-13
54.7778 3.1425 1.1140e-12
-67.5108 4.2585 4.9959e-13
-22.8089 4.3705 4.6764e-13
68.9710 0.5855 7.5743e-11
-52.1695 1.6665 5.2302e-12
39.7464 3.3265 9.4223e-13
-43.1441 1.8895 4.0491e-12
-5.8338 1.7795 4.5720e-12
2.8961 1.4835 7.0334e-12
-14.1450 3.2715 1.0056e-12
19.5715 5.2995 2.9820e-13
-47.5768 6.3955 1.8993e-13
-31.6970 1.4915 7.1033e-12
36.6868 1.1795 1.3004e-11
32.7635 5.5795 2.5946e-13
36.0172 3.5615 8.1613e-13
61.1807 2.7515 1.4862e-12
-26.0749 4.4755 4.4226e-13
42.4579 4.3285 4.9078e-13
27.9618 1.4795 7.2551e-12
54.8682 4.7745 3.8519e-13
-41.5220 1.3065 9.9384e-12
16.3813 1.7315 4.6761e-12
75.3782 3.5625 7.9999e-13
-29.0338 3.7625 6.4538e-13
43.4977 2.0535 3.0640e-12
32.7470 3.7015 7.2220e-13
-78.0375 1.5565 6.2791e-12
23.4649 5.0075 3.4580e-13
-17.9855 4.6025 4.4465e-13
-60.0450 1.7865 4.3490e-12
-23.2179 2.2065 2.6326e-12
18.0776 5.5175 2.6727e-13
-2.0175 1.5165 6.4867e-12
31.5395 2.8805 1.3203e-12
-9.5320 2.8365 1.3961e-12
-31.5787 8.6515 9.0584e-14
-34.3649 1.3665 9.0883e-12
47.8267 3.3275 9.2500e-13
77.6571 4.8525 3.6691e-13
-23.1457 3.7215 7.0694e-13
-22.3094 4.0075 5.9191e-13
69.6684 3.3475 9.0504e-13
16.7542 4.2585 5.1834e-13
-64.6581 4.0035 5.8733e-13
-10.9302 4.1555 5.3032e-13
3.7590 1.5435 6.4723e-12
14.1464 3.1145 1.1148e-12
44.9328 3.2065 1.0007e-12
-27.0467 2.5435 1.8114e-12
37.7990 4.6575 4.0726e-13
-14.3909 1.6695 5.3353e-12
0.1788 3.4765 8.5878e-13
-23.6568 3.3915 9.2158e-13
41.6025 0.8665 2.8290e-11
-19.2864 1.3735 8.2516e-12
-35.8343 0.8565 2.9205e-11
-34.4549 2.7555 1.4980e-12
-16.0173 3.4215 8.9519e-13
68.9481 1.1405 1.3786e-11
-6.8598 1.8235 4.1481e-12
3.2604 1.8105 4.3832e-12
27.9992 2.1845 2.7701e-12
-61.2245 4.1355 5.3167e-13
33.7385 5.0275 3.3688e-13
45.1253 2.6115 1.7356e-12
-8.8851 5.2735 2.9775e-13
18.0555 3.0725 1.0660e-12
-44.3534 1.1485 1.3776e-11
-38.6140 5.6375 2.5944e-13
-0.2248 1.8345 4.2242e-12
-53.7504 3.8415 6.4200e-13
62.3301 2.1305 2.9125e-12
13.7442 1.2385 1.0851e-11
52.3464 1.4355 7.8270e-12
-67.9498 2.2005 2.6757e-12
-12.5016 2.4075 2.1081e-12
-11.3266 4.4495 4.5979e-13
-77.4084 1.5145 6.5639e-12
44.4266 1.1815 1.2943e-11
-37.2331 1.9295 3.7826e-12
41.2070 1.9125 3.7991e-12
-6.0932 3.9055 6.2569e-13
-17.2120 0.6745 5.0051e-11
36.7083 4.7645 3.9386e-13
45.7749 4.4015 4.6996e-13
-36.9937 3.5085 7.8096e-13
-0.1263 1.3935 8.5268e-12
3.4412 4.3115 4.7700e-13
-13.6079 0.8665 2.7550e-11
-24.0768 1.6065 5.4687e-12
-69.6052 2.6655 1.6347e-12
-79.4955 2.2415 2.4895e-12
-20.5052 2.1945 2.7801e-12
-8.8924 4.1655 5.4039e-13
74.6915 2.5265 1.8329e-12
53.6519 2.3545 2.2754e-12
37.1143 3.0445 1.1812e-12
-41.5199 4.1035 5.6306e-13
30.6415 3.1745 1.0956e-12
-64.7699 3.4755 8.1739e-13
-42.8669 1.4635 7.4651e-12
-9.4114 1.1065 1.5701e-11
56.9708 4.0105 5.7621e-13
25.3249 2.1985 2.6561e-12
22.0020 4.5975 4.1338e-13
52.5212 1.2625 1.1034e-11
-6.5366 4.1285 5.5346e-13
-11.6976 3.7665 6.9789e-13
32.5261 1.1045 1.4727e-11
-8.7273 1.5375 6.6864e-12
-49.4204 2.9125 1.3448e-12
-16.7518 1.0505 1.7443e-11
12.5629 4.1385 5.5636e-13
-41.8470 2.3005 2.3913e-12
-17.1722 0.5365 9.2358e-11
-26.2026 1.8145 4.2843e-12
-20.9820 0.7975 3.4870e-11
-64.7473 3.3045 9.5896e-13
-15.4865 3.4945 8.3855e-13
-16.1964 4.2785 5.0738e-13
46.2498 2.5715 1.8252e-12
-16.9466 3.9765 6.2004e-13
-38.9134 3.8175 6.7011e-13
29.0278 0.5045 1.0588e-10
-66.2581 3.9495 6.3238e-13
-24.2741 4.4575 4.5093e-13
-3.9145 0.9865 1.9314e-11
78.6370 0.9495 2.2143e-11
27.1354 3.8315 6.5156e-13
24.1094 1.5925 5.9303e-12
-61.0341 4.1775 5.2706e-13
-30.0481 1.8325 4.1992e-12
-4.1765 1.4655 7.4293e-12
63.4186 1.4145 7.8787e-12
14.4173 1.0715 1.7052e-11
-18.3201 3.3985 8.7286e-13
-4.9656 3.1885 1.0329e-12
-0.8882 2.1905 2.6565e-12
-20.3024 3.1195 1.0665e-12
37.0822 1.1385 1.3962e-11
-57.0807 3.4015 8.4512e-13
16.4562 1.4655 7.3762e-12
21.5754 4.1665 5.3574e-13
-24.0049 1.4215 7.9250e-12
-8.5238 3.4675 8.5782e-13
30.7268 1.6075 5.9556e-12
-53.2507 3.3345 9.3989e-13
-44.3104 0.7965 3.3143e-11
-35.0053 0.9605 2.2650e-11
-38.3860 2.0395 3.2159e-12
-2.1720 1.8975 3.8909e-12
-70.4629 0.5275 9.5032e-11
-6.7607 3.6965 7.1063e-13
35.2631 1.1135 1.4899e-11
74.2157 1.1095 1.4538e-11
-71.7978 2.6635 1.5657e-12
-56.0014 4.3065 4.9864e-13
45.2849 3.6355 7.4322e-13
-53.0696 1.6915 4.9934e-12
-8.6101 3.9565 6.1334e-13
-84.3365 3.7115 6.8975e-13
-36.5309 2.9895 1.2512e-12
-16.2839 4.5365 4.3153e-13
69.4812 2.0435 3.1569e-12
-75.1312 2.9405 1.2773e-12
23.4586 1.3605 8.9377e-12
-23.8684 4.2865 4.8147e-13
38.5204 3.0845 1.1272e-12
36.4514 3.3995 8.8891e-13
-79.0562 1.9645 3.5369e-12
-34.6760 1.8505 4.0614e-12
-53.9660 4.2925 4.9464e-13
-19.2138 2.9795 1.2270e-12
44.6957 4.2015 5.2860e-13
6.0112 2.5255 1.8436e-12
-3.6054 2.3585 2.2564e-12
71.0495 4.6115 4.1407e-13
-61.8379 2.1145 2.8941e-12
41.5197 3.0495 1.1655e-12
-39.6866 3.5925 7.6955e-13
54.4234 3.7815 7.0903e-13
-26.1872 4.3185 4.8066e-13
-6.5711 3.3325 9.3676e-13
71.4160 0.6775 5.1114e-11
83.8928 2.9005 1.2774e-12
-16.2941 1.2925 1.0128e-11
0.0260 3.4665 8.4741e-13
2.5289 4.2535 5.3140e-13
45.2192 4.5565 4.1631e-13
18.0143 1.4975 6.9309e-12
-65.1100 2.1455 2.8240e-12
29.3570 2.5365 1.8994e-12
-73.3488 2.5375 1.7702e-12
47.6820 3.1495 1.0418e-12
22.9195 2.4095 2.1062e-12
-2.6093 2.7385 1.4925e-12
56.3089 4.8905 3.6999e-13
-83.8901 3.6585 7.5545e-13
-28.1506 2.2105 2.6358e-12
-4.1639 6.2515 1.9941e-13
28.5490 3.4795 7.8948e-13
7.4739 2.5275 1.9424e-12
-13.6910 3.6245 7.5055e-13
1.4420 2.2385 2.5080e-12
40.1475 1.9295 3.7253e-12
12.5578 3.5045 8.2499e-13
-44.4576 2.5835 1.7671e-12
-52.8886 4.5585 4.1522e-13
-40.7154 4.4895 4.4091e-13
66.5743 3.1745 1.0676e-12
-7.6304 0.9825 2.1131e-11
-27.1451 1.6325 5.6421e-12
50.8258 3.2845 9.4031e-13
-18.8648 3.7145 7.0776e-13
23.6868 0.5225 9.6193e-11
3.4648 2.4585 1.9641e-12
-0.0894 3.3385 9.0244e-13
39.7899 1.7925 4.4112e-12
-52.6294 2.3655 2.1823e-12
37.8182 2.2545 2.4131e-12
-10.1178 3.6995 7.4624e-13
-11.6778 2.6225 1.6756e-12
10.6908 3.6435 7.6856e-13
-11.0199 3.1625 1.0402e-12
-11.0471 1.6965 5.0329e-12
-22.1094 3.3575 8.9183e-13
23.6926 3.3245 9.3597e-13
-8.8068 1.4185 7.9787e-12
37.4393 1.7675 4.5107e-12
-4.3358 4.4175 4.6065e-13
-23.4660 3.1105 1.0867e-12
-50.3394 2.8935 1.3530e-12
39.0400 6.7195 1.5802e-13
36.6908 3.6355 7.4528e-13
-55.7797 3.2855 9.6705e-13
-37.0160 1.0635 1.6429e-11
35.7888 1.4115 8.1799e-12
-56.6735 3.5615 7.6759e-13
-54.2472 3.8005 6.7973e-13
-60.4151 3.1925 1.0195e-12
-9.1059 3.9055 6.5240e-13
63.4091 3.3695 9.2681e-13
43.0305 3.5965 7.5024e-13
41.2952 1.7235 4.9987e-12
6.6292 0.9605 2.1864e-11
-21.5359 2.3505 2.3028e-12
-48.2744 5.1725 3.1404e-13
-14.3548 1.5605 6.2463e-12
-36.3580 0.5865 7.3611e-11
-60.2948 2.6795 1.6067e-12
-1.6425 1.0915 1.5678e-11
34.3243 2.5585 1.8505e-12
-51.7657 1.6915 5.0741e-12
9.1395 3.1915 1.0331e-12
31.9873 2.6235 1.6612e-12
-39.2775 4.1445 5.3211e-13
45.4442 2.6415 1.6671e-12
7.9469 3.3995 9.0669e-13
-11.3591 3.8125 6.9185e-13
29.3502 3.4065 8.8384e-13
-31.6676 3.3935 8.8620e-13
-8.8884 3.8185 6.6433e-13
47.0286 1.6155 5.7933e-12
76.9326 2.0175 3.2878e-12
50.9183 1.8985 3.7497e-12
63.1918 3.3595 9.0029e-13
31.1535 6.0275 2.2004e-13
-69.7515 0.9165 2.4877e-11
64.1121 2.1135 2.8343e-12
-28.6873 1.6225 5.7154e-12
19.9067 3.9525 6.1112e-13
2.0037 0.9785 2.0469e-11
-73.5206 5.3955 2.7176e-13
25.6765 2.1395 2.7849e-12
16.1304 2.9955 1.2256e-12
-3.4418 3.2795 9.7542e-13
28.6891 1.7335 4.9855e-12
28.8908 0.7665 3.7157e-11
-4.1604 3.6945 7.4745e-13
-2.7317 3.2125 1.0125e-12
-44.5710 1.7625 4.4958e-12
-34.4997 0.9545 2.1813e-11
-35.5143 3.7615 6.6634e-13
-12.1175 4.1255 5.6862e-13
-6.1048 1.8585 4.0412e-12
3.5449 2.5715 1.7472e-12
-26.7285 5.6365 2.5838e-13
40.3824 4.1555 5.3940e-13
18.5564 1.6885 5.0137e-12
-22.5081 4.6615 4.0905e-13
65.4185 4.4785 4.3945e-13
-2.4246 1.2715 1.0497e-11
52.2141 5.1505 3.0928e-13
15.8595 4.1895 5.3194e-13
-14.9160 5.3455 2.9290e-13
-24.8863 1.8455 4.2952e-12
-7.2684 3.7615 6.7056e-13
-8.6440 6.9345 1.5292e-13
-32.3084 2.1565 2.8004e-12
36.9967 3.8965 6.3438e-13
-38.9190 5.2385 2.9765e-13
-52.5715 4.7045 3.8638e-13
-26.1679 4.9865 3.4289e-13
46.3070 2.4145 1.9972e-12
-55.4536 1.3095 9.5685e-12
-8.3509 2.3165 2.2627e-12
-50.5773 2.2405 2.5773e-12
-16.3579 3.5195 8.1641e-13
-25.2508 2.4335 1.9762e-12
35.1142 0.8385 2.9235e-11
-32.2755 3.6855 7.3124e-13
25.5695 3.4465 8.4884e-13
-18.7081 4.3295 4.5982e-13
11.2512 2.2175 2.5085e-12
40.1976 2.7425 1.4598e-12
61.8072 0.8115 3.3584e-11
-57.8626 1.7795 4.5268e-12
6.8251 3.1225 1.1026e-12
2.3870 3.8525 6.3776e-13
-14.6156 3.3425 9.4469e-13
11.8563 2.7495 1.5337e-12
-37.5708 1.3345 9.2437e-12
-3.2476 4.3275 4.8888e-13
-0.9860 2.8085 1.4391e-12
2.9427 2.2485 2.5182e-12
-14.9062 3.8435 6.5775e-13
56.3366 3.3615 8.9715e-13
-38.9360 2.9595 1.2765e-12
14.1539 1.3095 9.7040e-12
9.8655 2.1855 2.7111e-12
-42.8595 1.6425 5.5152e-12
8.2676 3.2795 9.6847e-13
-56.5139 1.0485 1.7393e-11
2.0905 4.7135 3.8384e-13
-71.5955 1.8875 3.9965e-12
12.5369 3.8905 6.2756e-13
-41.4964 1.4035 8.2253e-12
16.1277 3.8145 6.6475e-13
26.0638 4.8885 3.5961e-13
51.2220 5.3395 2.9700e-13
-54.9932 2.2045 2.6633e-12
-30.1762 1.4475 7.4017e-12
-5.0411 1.0425 1.7149e-11
-55.4367 2.0255 3.2170e-12
0.6352 1.9925 3.3376e-12
4.8725 2.0585 3.1483e-12
44.3051 2.6885 1.6272e-12
57.2828 3.5255 8.2089e-13
21.3514 2.5925 1.7578e-12
53.1256 1.4695 6.9301e-12
-57.0601 0.9505 2.1642e-11
-32.0099 2.5155 1.8089e-12
-23.9984 2.2915 2.4642e-12
-33.2411 1.8255 4.2876e-12
69.2738 5.6255 2.5025e-13
-83.3659 2.7245 1.5006e-12
21.9062 3.8505 6.3865e-13
-5.6425 2.6545 1.6696e-12
-5.1064 1.2635 1.0467e-11
-35.3350 0.4125 1.7238e-10
21.1385 3.6535 7.4388e-13
-3.1566 2.6995 1.6288e-12
28.8254 1.3535 8.9644e-12
-22.2373 3.1175 1.0493e-12
-51.9793 2.2125 2.4335e-12
-6.7350 3.5495 7.9813e-13
34.7179 2.2825 2.4384e-12
17.9649 2.3145 2.3641e-12
-20.5258 4.1565 5.3738e-13
-17.6288 1.1945 1.2700e-11
14.8126 2.4835 1.9074e-12
62.2035 3.6965 7.3899e-13
19.1915 2.2995 2.2563e-12
-18.8713 4.1495 5.3916e-13
-32.2353 2.1095 2.8752e-12
8.9177 3.5985 7.8263e-13
-38.0290 3.8275 6.5003e-13
27.2418 1.9535 3.5170e-12
10.9544 1.5785 5.9551e-12
18.1666 3.9775 6.2395e-13
33.1895 2.6525 1.6611e-12
-61.2221 5.2225 3.1112e-13
13.0135 2.8455 1.3629e-12
-62.2301 3.4905 8.1404e-13
-20.0439 2.8555 1.4081e-12
-34.6837 3.2825 9.4366e-13
-25.2356 1.8825 3.8883e-12
-4.4543 2.5315 1.8561e-12
16.2188 3.7035 7.3055e-13
8.1878 1.3365 9.2393e-12
-66.5931 4.6325 4.3081e-13
64.8573 4.4895 4.4696e-13
23.6120 4.0815 5.5783e-13
29.3416 3.7705 6.8278e-13
10.9160 4.4905 4.4539e-13
-15.2285 1.2435 1.1328e-11
55.7217 2.7475 1.4607e-12
-5.5748 3.7285 6.9363e-13
46.9619 3.2905 9.2530e-13
64.7795 4.6945 4.0354e-13
33.2717 2.5005 1.8832e-12
-60.9273 5.1845 3.1431e-13
10.6983 2.3665 2.1047e-12
59.0817 1.9285 3.6078e-12
29.1811 1.0305 1.7814e-11
-34.9809 2.2075 2.4426e-12
26.8612 3.4225 9.0374e-13
-55.4666 2.1845 2.6895e-12
37.3952 4.2585 5.1837e-13
37.0775 2.4085 2.0868e-12
47.6543 2.1555 2.8552e-12
32.5327 1.3175 9.5550e-12
-7.0974 1.9255 3.6716e-12
-52.8555 0.7295 4.3809e-11
33.3083 4.3415 4.7905e-13
47.7307 2.4585 2.0671e-12
-53.5499 2.4185 2.0275e-12
2.8265 3.1255 1.0577e-12
-50.8530 3.1455 1.1397e-12
29.3099 2.3065 2.3660e-12
80.3102 5.6935 2.4621e-13
83.0544 2.1805 2.5877e-12
-28.6394 3.1395 1.0900e-12
-44.6233 5.3385 3.0953e-13
14.9023 2.0645 3.1019e-12
-44.5381 3.8635 6.3537e-13
-65.8498 1.1805 1.2834e-11
55.7200 2.8755 1.3225e-12
50.2747 2.0035 3.3111e-12
-3.7229 3.9555 5.9734e-13
-0.4324 4.4275 4.7082e-13
49.8863 2.0085 3.2684e-12
40.9916 3.0075 1.1920e-12
6.1444 3.8905 6.2442e-13
47.7673 3.2565 9.6266e-13
-31.4431 4.0635 6.1259e-13
-58.3534 2.6915 1.6194e-12
-11.9476 4.4435 4.6677e-13
56.8841 3.3005 9.6142e-13
30.2637 4.5975 4.1767e-13
31.8979 2.6865 1.5661e-12
-48.8096 5.4075 2.8255e-13
28.6531 4.3205 5.0175e-13
40.7598 4.0915 5.5978e-13
-36.9514 2.7515 1.5077e-12
-73.5456 4.0605 5.7397e-13
-17.0727 1.2625 1.0788e-11
-58.3039 4.6165 4.2376e-13
16.9120 1.4365 7.8994e-12
-84.3523 2.5585 1.8169e-12
51.7517 1.7105 5.0253e-12
0.3782 2.8715 1.3587e-12
-53.2520 2.5115 1.8726e-12
-28.2039 4.1515 5.3480e-13
-53.6121 2.7815 1.4610e-12
64.3220 1.6525 5.2641e-12
-47.9395 2.7495 1.5524e-12
-29.6749 3.2565 9.8797e-13
-22.8875 2.3655 2.1595e-12
29.2696 3.8785 6.2063e-13
28.6586 1.7155 4.9433e-12
-20.5242 1.6145 5.9922e-12
-73.2636 3.5115 8.5996e-13
15.1276 1.6245 5.9270e-12
7.0630 2.2855 2.2921e-12
62.7356 1.0745 1.5807e-11
-14.0451 0.8855 2.6618e-11
25.4910 4.1405 5.2642e-13
46.4120 2.2385 2.4833e-12
13.2213 1.3345 9.5039e-12
57.0521 2.4695 1.9855e-12
-48.0117 4.3955 4.6451e-13
-80.9730 3.3345 9.2937e-13
-32.0163 2.0075 3.2045e-12
-30.5374 2.7435 1.4867e-12
-55.4669 2.8645 1.3779e-12
-13.6356 1.6065 5.9807e-12
54.4037 3.8605 6.0664e-13
-4.3414 3.9475 6.0422e-13
-74.5076 2.5755 1.7175e-12
73.8032 3.7205 6.9452e-13
11.3940 6.0905 2.1206e-13
-25.0261 4.0515 6.0440e-13
52.5487 3.5775 8.0333e-13
-29.8967 5.5665 2.6034e-13
9.6280 0.5805 7.3039e-11
-23.1362 5.0995 3.2500e-13
87.9331 5.2235 3.1438e-13
-15.7719 2.6505 1.6869e-12
45.9222 2.1305 2.7685e-12
-27.9084 2.4385 1.9743e-12
81.8004 1.9065 3.7752e-12
-85.0981 1.5555 6.1952e-12
17.9383 1.0325 1.7826e-11
-18.6033 2.7575 1.4967e-12
15.9570 3.9935 5.8358e-13
3.2063 4.9915 3.4108e-13
-12.4074 3.6565 7.4749e-13
57.2896 3.7665 6.9915e-13
32.1521 1.9405 3.6793e-12
-61.1039 1.3745 8.7086e-12
73.4011 3.5165 8.0934e-13
53.6361 3.2365 9.6910e-13
16.6722 1.0395 1.7456e-11
-63.4566 3.0605 1.1482e-12
-15.6448 4.4405 4.6006e-13
-23.6848 4.3255 4.8055e-13
-8.6212 0.3255 2.9504e-10
39.9032 0.8665 2.8144e-11
17.7602 1.3715 8.3524e-12
21.0758 0.9515 2.3422e-11
31.1682 2.6395 1.6721e-12
3.5119 4.6585 4.1019e-13
-58.8509 2.8405 1.4322e-12
-31.8271 4.6855 3.9771e-13
-34.9841 4.3695 4.7489e-13
24.8066 1.5035 7.0539e-12
-2.6179 1.2105 1.1883e-11
-47.1631 1.9205 3.5267e-12
-15.7296 0.9005 2.5785e-11
-0.3058 1.7445 4.8297e-12
-25.5047 1.2895 1.0051e-11
34.0843 4.2405 5.0674e-13
-3.3956 3.0485 1.1783e-12
-44.9695 1.6345 5.6213e-12
25.5544 3.0555 1.1820e-12
3.7059 4.8135 3.7551e-13
63.3548 1.5645 6.3595e-12
-40.5544 5.1065 3.1131e-13
67.9068 3.9395 6.1211e-13
-13.6927 2.7745 1.4863e-12
24.6207 1.5225 6.5121e-12
-34.3020 3.6595 7.3989e-13
-29.4192 2.6675 1.5453e-12
-47.7608 2.0835 3.0614e-12
41.0472 3.5885 7.8960e-13
47.2233 1.2725 1.0398e-11
-10.1229 0.8385 3.0258e-11
13.1048 4.7355 3.8146e-13
53.7716 4.5415 4.2633e-13
-42.9836 5.5985 2.6189e-13
11.2294 1.8675 3.9312e-12
11.0420 2.6935 1.5495e-12
23.2394 2.5115 1.9370e-12
-64.6890 4.7605 3.8264e-13
-28.9099 3.4285 8.6201e-13
-63.2063 1.8165 4.2924e-12
30.8323 1.4715 7.4430e-12
35.6437 0.7975 3.4469e-11
38.8889 1.5475 6.4762e-12
23.0021 4.0115 5.7282e-13
-51.0010 2.4095 2.0682e-12
10.2185 4.2465 5.1823e-13
1.3553 2.5495 1.8237e-12
31.4542 0.7945 3.5366e-11
11.9409 1.9015 3.7506e-12
-69.6016 3.8425 6.5177e-13
-38.6750 2.0945 2.8857e-12
61.0268 0.9385 2.3669e-11
-20.5799 1.9785 3.6588e-12
15.7346 2.9695 1.2657e-12
-37.2399 2.6935 1.6183e-12
41.9487 2.8335 1.4322e-12
-30.7789 5.9095 2.2166e-13
-4.4975 4.1055 5.6046e-13
24.5374 2.4115 2.1028e-12
-4.5611 2.6615 1.5413e-12
24.0515 2.8625 1.3424e-12
49.7706 3.0835 1.1477e-12
31.0751 3.3515 9.3576e-13
45.0112 3.0875 1.1128e-12
22.8005 1.8785 3.8217e-12
45.0147 1.9415 3.5479e-12
-15.8122 1.3285 9.8278e-12
0.0743 3.1285 1.0806e-12
28.3982 0.9085 2.3504e-11
-2.5224 1.9555 3.7906e-12
74.0208 2.3795 2.0965e-12
12.9252 2.8595 1.3581e-12
37.0630 1.7555 4.7637e-12
10.9719 1.7195 5.1670e-12
36.4655 1.4175 7.9002e-12
35.1311 2.1125 2.9590e-12
42.8093 3.3805 9.1964e-13
-55.2323 2.6055 1.6518e-12
44.8428 2.4005 2.0713e-12
-0.7660 2.2955 2.2967e-12
46.8709 1.2035 1.1956e-11
65.0129 3.8885 6.2056e-13
-19.5459 2.7295 1.5289e-12
-47.0408 1.4395 7.4091e-12
-45.4517 2.1715 2.6792e-12
-31.2923 2.0665 2.9580e-12
-64.9024 1.0285 1.8045e-11
-22.6328 0.7905 3.5090e-11
2.6286 1.2205 1.1996e-11
6.0882 2.7005 1.6140e-12
6.3638 1.0145 1.8144e-11
60.8483 5.1365 3.1429e-13
27.6061 4.1295 5.3685e-13
38.3770 5.6135 2.5194e-13
-28.1680 5.8485 2.2666e-13
14.2837 4.4525 4.5099e-13
-80.3597 2.7935 1.4344e-12
35.6316 1.6975 5.0890e-12
-48.4828 3.0625 1.1325e-12
35.4646 2.4025 2.0340e-12
-36.5319 2.6285 1.6656e-12
-69.7019 3.5965 7.4800e-13
21.0739 1.9865 3.3559e-12
-38.4399 2.3105 2.3110e-12
33.4318 1.4565 7.4109e-12
-2.3396 0.9065 2.5450e-11
-4.4355 3.8255 6.4295e-13
32.5523 3.4495 8.7808e-13
8.2715 1.2915 1.0318e-11
60.2359 1.2605 1.1003e-11
26.4989 2.4275 2.0350e-12
-18.9730 1.8125 4.3568e-12
-39.2104 3.7955 6.6737e-13
70.8776 2.7645 1.4988e-12
-30.8399 2.4065 2.0404e-12
12.5280 4.3255 4.8742e-13
-46.3756 6.7235 1.5816e-13
-49.9960 5.0525 3.3126e-13
-21.8270 4.5555 4.2311e-13
-38.2978 2.6215 1.7014e-12
46.9986 4.7595 3.8047e-13
-48.6968 4.0365 5.8308e-13
45.2610 2.7095 1.5300e-12
-13.4250 0.9185 2.3687e-11
-37.4384 4.9955 3.4847e-13
-7.4797 0.6385 6.0296e-11
-40.1194 2.3045 2.3711e-12
11.7322 3.5265 8.3072e-13
21.0218 3.2365 1.0080e-12
5.1907 4.4185 4.5927e-13
37.7384 1.0785 1.6569e-11
36.1790 1.7485 4.9215e-12
-11.6570 3.6305 7.5338e-13
-65.4514 3.5265 8.4420e-13
21.8506 0.7635 3.8154e-11
-48.9494 3.6705 7.6451e-13
-4.3470 0.8465 2.9286e-11
32.7453 2.1145 2.8973e-12
-39.4889 1.4295 8.0176e-12
-9.0959 3.2195 1.0032e-12
-41.2746 4.1875 5.0856e-13
43.4741 3.7385 7.1566e-13
-71.0839 4.2725 5.2322e-13
72.2841 2.8105 1.4156e-12
-10.0411 3.9735 6.0630e-13
4.7850 1.8205 4.1167e-12
-4.7909 2.6655 1.6350e-12
49.4150 6.8815 1.5594e-13
5.6693 1.6855 5.0233e-12
-19.6890 2.3035 2.3876e-12
21.8769 1.4015 8.4035e-12
1.8860 2.1915 2.6312e-12
61.3152 3.3135 9.1356e-13
73.7369 4.3315 4.8248e-13
21.8457 0.6365 6.0864e-11
6.6359 5.0255 3.3293e-13
37.7940 4.8815 3.6506e-13
-60.2107 4.1105 5.7181e-13
28.0142 3.1945 1.0103e-12
-26.7590 4.4635 4.5134e-13
-39.4175 5.1125 3.2609e-13
28.1719 3.9425 6.0904e-13
6.3095 5.2545 3.0084e-13
-67.3215 3.8575 6.8708e-13
26.8708 2.5345 1.8467e-12
-35.3834 2.2925 2.3309e-12
-31.9193 1.5895 6.0928e-12
11.0483 4.3405 4.7370e-13
66.8083 6.7695 1.6535e-13
8.8613 2.2295 2.5229e-12
50.3502 3.0365 1.1238e-12
10.8882 0.7435 4.0958e-11
66.7534 2.4315 2.0606e-12
2.1405 4.5495 4.2048e-13
