# lowEnergyEdge exposure
1.000000000000000000e+02 0.000000000000000000e+00
1.584893192461114211e+02 0.000000000000000000e+00
2.511886431509579722e+02 0.000000000000000000e+00
3.981071705534973262e+02 0.000000000000000000e+00
6.309573444801930009e+02 0.000000000000000000e+00
1.000000000000000000e+03 0.000000000000000000e+00
1.584893192461114040e+03 6.464427137164065243e+03
2.511886431509582053e+03 0.000000000000000000e+00
3.981071705534973262e+03 0.000000000000000000e+00
6.309573444801930236e+03 8.851188191979762632e+04
1.000000000000000000e+04 0.000000000000000000e+00
1.584893192461114086e+04 6.164397849092679098e+05
2.511886431509582326e+04 3.109230760852887295e+06
3.981071705534969078e+04 5.871956012444376945e+06
6.309573444801942969e+04 2.630154311489243060e+07
1.000000000000000000e+05 7.055447307014122605e+07
1.584893192461114086e+05 2.917688051229375005e+08
2.511886431509582035e+05 5.802596895201934576e+08
3.981071705534969224e+05 3.615169412253356576e+08
6.309573444801942678e+05 6.852134557482683659e+08
1.000000000000000000e+06 3.608794900961927176e+08
1.584893192461114144e+06 1.869765104092821181e+08
2.511886431509582326e+06 1.705077541181238890e+08
3.981071705534977373e+06 8.571419267467810214e+07
6.309573444801942445e+06 2.942932980301555619e+07
1.000000000000000000e+07 3.089454284668451548e+07
1.584893192461114191e+07 5.366787819329628721e+06
2.511886431509582326e+07 5.039524176945956424e+05
3.981071705534977466e+07 4.503064382190519944e+06
6.309573444801943004e+07 3.132575706490832381e+05
1.000000000000000000e+08 3.132575706490832381e+05
