# lowEnergyEdge exposure
1.000000000000000000e+02 2.004717270902085002e+05
1.584893192461114211e+02 1.482803936492544832e+06
2.511886431509579722e+02 6.124925622302544303e+06
3.981071705534973262e+02 1.862374306590582430e+07
6.309573444801930009e+02 4.945958030287818611e+07
1.000000000000000000e+03 1.183223907401866317e+08
1.584893192461114040e+03 2.683384593224967718e+08
2.511886431509582053e+03 5.625909638274310827e+08
3.981071705534973262e+03 1.103987628403169394e+09
6.309573444801930236e+03 2.052935493271333218e+09
1.000000000000000000e+04 3.660178172588887215e+09
1.584893192461114086e+04 5.921003431435590744e+09
2.511886431509582326e+04 9.559527558947412491e+09
3.981071705534969078e+04 1.369750239500341225e+10
6.309573444801942969e+04 1.988757969437747955e+10
1.000000000000000000e+05 2.581215835796037292e+10
1.584893192461114086e+05 3.393314670939173508e+10
2.511886431509582035e+05 3.963186814213735199e+10
3.981071705534969224e+05 4.435075674663045502e+10
6.309573444801942678e+05 4.967817781814430237e+10
1.000000000000000000e+06 4.857004507368109131e+10
1.584893192461114144e+06 4.942289380444123077e+10
2.511886431509582326e+06 4.023824189088533020e+10
3.981071705534977373e+06 3.355415370415010834e+10
6.309573444801942445e+06 2.575707948933636856e+10
1.000000000000000000e+07 1.598047625298051834e+10
1.584893192461114191e+07 6.870640003122478485e+09
2.511886431509582326e+07 4.406868766458659172e+09
3.981071705534977466e+07 3.864149547808112144e+09
6.309573444801943004e+07 1.164948783485843182e+09
1.000000000000000000e+08 1.164948783485843182e+09
