# lowEnergyEdge exposure
1.000000000000000000e+02 2.331315876154755242e+05
1.584893192461114211e+02 1.599865321624960052e+06
2.511886431509579722e+02 6.331004866011666134e+06
3.981071705534973262e+02 1.910499068319600075e+07
6.309573444801930009e+02 4.957609496848881990e+07
1.000000000000000000e+03 1.197638915005834997e+08
1.584893192461114040e+03 2.706486312468976974e+08
2.511886431509582053e+03 5.513061598647596836e+08
3.981071705534973262e+03 1.070280276816316843e+09
6.309573444801930236e+03 2.004946472470742702e+09
1.000000000000000000e+04 3.412339464774479866e+09
1.584893192461114086e+04 5.441110855877911568e+09
2.511886431509582326e+04 8.129969091182550430e+09
3.981071705534969078e+04 1.191335586737155151e+10
6.309573444801942969e+04 1.554288644351687050e+10
1.000000000000000000e+05 2.006577831501019669e+10
1.584893192461114086e+05 2.444326408148610306e+10
2.511886431509582035e+05 2.795365109704251099e+10
3.981071705534969224e+05 2.735734145304814529e+10
6.309573444801942678e+05 2.589194566236288452e+10
1.000000000000000000e+06 2.308519876804388428e+10
1.584893192461114144e+06 1.912615838532630157e+10
2.511886431509582326e+06 1.268727769286202240e+10
3.981071705534977373e+06 9.734466539671623230e+09
6.309573444801942445e+06 6.884588149186824799e+09
1.000000000000000000e+07 5.649465815487304688e+09
1.584893192461114191e+07 9.003328088150045872e+08
2.511886431509582326e+07 1.091070022579123974e+09
3.981071705534977466e+07 1.065052668579624891e+09
6.309573444801943004e+07 4.357343906069732904e+08
1.000000000000000000e+08 4.357343906069732904e+08
