# lowEnergyEdge exposure
1.000000000000000000e+02 1.613792372587455320e+05
1.584893192461114211e+02 1.275243020138116553e+06
2.511886431509579722e+02 5.294692234062277712e+06
3.981071705534973262e+02 1.677430739062213525e+07
6.309573444801930009e+02 4.475705642845475674e+07
1.000000000000000000e+03 1.127254182117303759e+08
1.584893192461114040e+03 2.584042771520006657e+08
2.511886431509582053e+03 5.608777970573687553e+08
3.981071705534973262e+03 1.123455878643509626e+09
6.309573444801930236e+03 2.152826860706150532e+09
1.000000000000000000e+04 3.799516005005216122e+09
1.584893192461114086e+04 6.620112579019208908e+09
2.511886431509582326e+04 1.078814629213344574e+10
3.981071705534969078e+04 1.630182978779789162e+10
6.309573444801942969e+04 2.459264612823547363e+10
1.000000000000000000e+05 3.398334411035608673e+10
1.584893192461114086e+05 4.848155559338200378e+10
2.511886431509582035e+05 6.410910209339869690e+10
3.981071705534969224e+05 8.289226355228569031e+10
6.309573444801942678e+05 9.972908119255874634e+10
1.000000000000000000e+06 1.264769064158454590e+11
1.584893192461114144e+06 1.404454448592663269e+11
2.511886431509582326e+06 1.534735108207542419e+11
3.981071705534977373e+06 1.693603334529479675e+11
6.309573444801942445e+06 1.712414371370391235e+11
1.000000000000000000e+07 1.517625751679859924e+11
1.584893192461114191e+07 1.551406140400166626e+11
2.511886431509582326e+07 1.729996863490596313e+11
3.981071705534977466e+07 1.056831730466812134e+11
6.309573444801943004e+07 9.527819669244294739e+10
1.000000000000000000e+08 9.527819669244294739e+10
